Line,Env,DTHD,DTMT,GY,Height
GID7625804,Flat5IR,83,119,6.204825974,103
GID7625806,Flat5IR,79,119,5.831301677,96
GID7625807,Flat5IR,81,117,6.50142747,98
GID7625813,Flat5IR,82,124,5.800532557,97
GID7625818,Flat5IR,79,121,6.287902598,98
GID7625822,Flat5IR,71,106,6.782387997,90
GID7625823,Flat5IR,79,113,6.618286024,95
GID7625826,Flat5IR,78,114,6.830528849,106
GID7625828,Flat5IR,82,122,6.177967096,97
GID7625833,Flat5IR,72,106,6.240018155,95
GID7625834,Flat5IR,79,119,6.261364232,95
GID7625835,Flat5IR,75,112,6.273094959,100
GID7625836,Flat5IR,76,111,6.497773637,103
GID7625899,Flat5IR,75,112,7.515782793,98
GID7625952,Flat5IR,79,120,6.443350756,100
GID7625954,Flat5IR,82,124,6.044249629,98
GID7625959,Flat5IR,79,121,6.534376069,104
GID7625967,Flat5IR,78,117,6.009377959,98
GID7625970,Flat5IR,80,117,5.390213522,99
GID7625973,Flat5IR,76,111,6.60995272,101
GID7625979,Flat5IR,75,112,7.022130724,99
GID7625980,Flat5IR,78,114,6.607965548,105
GID7625985,Flat5IR,78,114,6.955977116,101
GID7625987,Flat5IR,78,112,6.260787311,107
GID7626003,Flat5IR,72,107,6.912512909,99
GID7626008,Flat5IR,78,114,6.363668731,90
GID7626017,Flat5IR,74,107,5.904247308,95
GID7626019,Flat5IR,78,113,5.921683142,97
GID7626021,Flat5IR,75,114,6.538539896,97
GID7626023,Flat5IR,76,113,6.134951605,100
GID7626027,Flat5IR,79,117,5.576684384,93
GID7626030,Flat5IR,75,114,6.470719627,93
GID7626034,Flat5IR,74,108,6.852833636,96
GID7626056,Flat5IR,79,123,6.648475398,107
GID7626067,Flat5IR,78,120,6.801744077,100
GID7626068,Flat5IR,77,116,7.155332547,92
GID7626072,Flat5IR,73,108,6.488796485,95
GID7626073,Flat5IR,75,113,7.134755698,105
GID7626075,Flat5IR,75,113,7.05321753,102
GID7626082,Flat5IR,77,118,6.670718907,104
GID7626083,Flat5IR,78,114,7.147063346,93
GID7626084,Flat5IR,76,114,7.314498641,98
GID7626085,Flat5IR,74,113,7.449946871,100
GID7626087,Flat5IR,74,112,7.109948095,105
GID7626088,Flat5IR,76,117,6.655077938,100
GID7626089,Flat5IR,79,125,5.954824049,101
GID7626090,Flat5IR,76,113,6.876038681,100
GID7626091,Flat5IR,74,112,7.010974093,103
GID7626092,Flat5IR,82,128,6.69277011,106
GID7626094,Flat5IR,72,108,7.336678048,100
GID7626096,Flat5IR,76,117,6.878196591,98
GID7626098,Flat5IR,74,113,7.275502853,100
GID7626100,Flat5IR,77,117,7.16582376,96
GID7626101,Flat5IR,76,115,6.945247631,97
GID7626106,Flat5IR,78,115,6.667556323,98
GID7626107,Flat5IR,76,118,7.243323481,99
GID7626114,Flat5IR,73,107,6.708517714,99
GID7626117,Flat5IR,76,113,6.750825254,97
GID7626121,Flat5IR,76,113,6.604479627,95
GID7626167,Flat5IR,72,111,6.17569912,97
GID7626175,Flat5IR,73,111,6.486403129,96
GID7626177,Flat5IR,69,107,6.213775906,100
GID7626180,Flat5IR,82,127,5.69300855,99
GID7626183,Flat5IR,71,118,6.51114663,98
GID7626186,Flat5IR,79,120,5.767687768,101
GID7626200,Flat5IR,83,127,5.955635809,105
GID7626202,Flat5IR,84,127,6.186596516,105
GID7626204,Flat5IR,82,124,6.668902472,103
GID7626207,Flat5IR,74,106,7.089413779,100
GID7626220,Flat5IR,80,120,6.115250619,97
GID7626235,Flat5IR,76,117,6.27185262,99
GID7626255,Flat5IR,79,126,5.650059986,106
GID7626298,Flat5IR,77,114,6.651402535,98
GID7626301,Flat5IR,76,115,6.649158954,98
GID7626302,Flat5IR,77,115,7.263067,95
GID7626303,Flat5IR,86,113,7.332746236,98
GID7626304,Flat5IR,76,117,7.308888007,99
GID7626305,Flat5IR,78,115,6.818184645,97
GID7626306,Flat5IR,79,120,7.162926994,97
GID7626307,Flat5IR,81,122,6.652736523,103
GID7626308,Flat5IR,78,115,7.389721049,100
GID7626310,Flat5IR,71,108,7.276388124,101
GID7626319,Flat5IR,73,114,7.542669216,97
GID7626326,Flat5IR,78,115,6.609916164,100
GID7626327,Flat5IR,75,113,7.152157802,100
GID7626329,Flat5IR,74,114,7.098632353,105
GID7626330,Flat5IR,72,112,7.310105951,101
GID7626332,Flat5IR,74,113,6.808312886,98
GID7626333,Flat5IR,76,114,7.178119247,93
GID7626335,Flat5IR,77,112,6.84799223,102
GID7626336,Flat5IR,71,110,7.203375566,99
GID7626339,Flat5IR,72,110,7.128632245,96
GID7626341,Flat5IR,74,115,6.987991726,98
GID7626344,Flat5IR,76,114,7.128055324,99
GID7626345,Flat5IR,74,113,7.071581169,95
GID7626346,Flat5IR,77,116,7.016260855,90
GID7626349,Flat5IR,76,113,7.284657325,98
GID7626354,Flat5IR,78,117,7.174337209,97
GID7626356,Flat5IR,77,118,7.257990754,98
GID7626357,Flat5IR,77,117,7.044209472,101
GID7626359,Flat5IR,76,116,7.053824822,98
GID7626360,Flat5IR,78,116,6.042629122,102
GID7626361,Flat5IR,77,115,7.089227918,103
GID7626362,Flat5IR,79,117,6.742690704,98
GID7626365,Flat5IR,78,118,6.651152572,103
GID7626366,Flat5IR,79,118,7.136599542,99
GID7626370,Flat5IR,78,120,6.622434727,101
GID7626371,Flat5IR,78,121,6.63076803,105
GID7626376,Flat5IR,80,117,6.9788437,99
GID7626377,Flat5IR,73,114,7.051215234,97
GID7626378,Flat5IR,74,114,6.987753924,100
GID7626380,Flat5IR,80,123,5.896347597,105
GID7626381,Flat5IR,74,115,7.565636459,100
GID7626382,Flat5IR,74,115,6.682434511,99
GID7626383,Flat5IR,75,113,6.821023755,98
GID7626385,Flat5IR,83,126,6.042180405,102
GID7626388,Flat5IR,75,116,6.936984876,89
GID7626389,Flat5IR,74,111,7.247624784,96
GID7626390,Flat5IR,76,116,7.007241034,90
GID7626391,Flat5IR,75,114,6.689870381,92
GID7626392,Flat5IR,76,113,7.395957583,90
GID7626396,Flat5IR,76,113,7.142945673,96
GID7626397,Flat5IR,76,114,6.87583125,94
GID7626398,Flat5IR,75,114,7.069933116,100
GID7626401,Flat5IR,77,115,6.057500863,100
GID7626402,Flat5IR,73,111,7.141791831,89
GID7626403,Flat5IR,78,117,6.950895083,95
GID7626405,Flat5IR,74,108,6.215320808,99
GID7626408,Flat5IR,75,113,6.564510454,102
GID7626409,Flat5IR,76,112,6.845342776,101
GID7626414,Flat5IR,74,113,7.027842119,95
GID7626416,Flat5IR,75,112,6.673933137,93
GID7626417,Flat5IR,73,113,7.260148975,99
GID7626419,Flat5IR,76,116,7.685532059,97
GID7626421,Flat5IR,72,112,7.298161659,95
GID7626423,Flat5IR,77,116,7.146751947,91
GID7626425,Flat5IR,72,108,7.041560018,100
GID7626433,Flat5IR,78,114,6.39656234,98
GID7626434,Flat5IR,82,118,5.935794768,96
GID7626435,Flat5IR,80,118,6.326883104,100
GID7626441,Flat5IR,82,118,6.101242891,106
GID7626442,Flat5IR,77,114,6.702074061,99
GID7626446,Flat5IR,79,117,6.233293697,105
GID7626450,Flat5IR,76,114,6.686304887,100
GID7626451,Flat5IR,79,116,6.371370123,105
GID7626460,Flat5IR,77,116,6.172845197,96
GID7626461,Flat5IR,80,118,6.308934451,98
GID7626476,Flat5IR,72,111,6.529702887,96
GID7626480,Flat5IR,76,126,6.570856585,94
GID7626484,Flat5IR,82,129,5.971884382,102
GID7626486,Flat5IR,84,135,5.926243521,105
GID7626498,Flat5IR,82,133,6.036976174,106
GID7626517,Flat5IR,79,128,6.638320163,102
GID7626520,Flat5IR,78,114,6.273834295,100
GID7626528,Flat5IR,78,114,6.38633389,101
GID7626549,Flat5IR,78,117,6.300821378,98
GID7626551,Flat5IR,82,130,6.232295983,96
GID7626563,Flat5IR,79,128,6.110757959,97
GID7626565,Flat5IR,76,112,6.57505116,95
GID7626568,Flat5IR,82,126,5.827169237,99
GID7626569,Flat5IR,78,114,6.623320217,105
GID7626570,Flat5IR,79,112,6.824857953,102
GID7626571,Flat5IR,78,113,6.469859231,103
GID7626572,Flat5IR,80,114,6.451205452,107
GID7626576,Flat5IR,79,118,5.539734374,100
GID7626584,Flat5IR,71,110,7.153061899,101
GID7626590,Flat5IR,79,118,5.705310701,102
GID7626611,Flat5IR,75,113,6.784217073,99
GID7626651,Flat5IR,78,118,5.823194892,98
GID7626657,Flat5IR,80,128,4.309867007,93
GID7626664,Flat5IR,78,127,5.713900414,96
GID7626670,Flat5IR,80,124,4.329418218,100
GID7626674,Flat5IR,78,126,5.124607663,96
GID7626686,Flat5IR,82,129,6.19319356,105
GID7626687,Flat5IR,88,135,6.111719494,107
GID7626688,Flat5IR,78,118,6.05941199,100
GID7626689,Flat5IR,80,124,5.996335294,95
GID7626690,Flat5IR,79,126,5.88550236,96
GID7626691,Flat5IR,88,135,6.182873084,104
GID7626725,Flat5IR,80,119,5.910888446,98
GID7626732,Flat5IR,83,128,5.575376833,104
GID7626736,Flat5IR,82,123,6.130054323,99
GID7626741,Flat5IR,82,123,5.865760403,101
GID7626747,Flat5IR,78,120,6.547104104,91
GID7626758,Flat5IR,83,126,5.663004723,103
GID7626772,Flat5IR,75,112,5.932747341,100
GID7626778,Flat5IR,79,120,5.29287785,102
GID7626780,Flat5IR,82,124,6.122874862,108
GID7626817,Flat5IR,75,113,7.211652994,97
GID7626824,Flat5IR,76,111,6.311848541,100
GID7626826,Flat5IR,75,114,6.267425624,94
GID7626864,Flat5IR,74,113,6.365694501,100
GID7626865,Flat5IR,75,111,7.277934806,96
GID7626876,Flat5IR,76,115,6.232746261,96
GID7626877,Flat5IR,79,122,6.305887024,100
GID7626881,Flat5IR,74,112,6.369604743,99
GID7626892,Flat5IR,82,127,5.242813928,90
GID7626893,Flat5IR,76,114,5.980824091,96
GID7626952,Flat5IR,72,112,7.145755795,104
GID7626971,Flat5IR,76,115,6.222938604,100
GID7626976,Flat5IR,75,113,6.230310373,98
GID7627005,Flat5IR,74,113,6.416976367,95
GID7627041,Flat5IR,71,109,6.18050286,90
GID7627048,Flat5IR,74,113,5.558582022,93
GID7627062,Flat5IR,75,114,5.710889166,97
GID7627064,Flat5IR,71,111,6.520507042,100
GID7627065,Flat5IR,70,107,6.579865803,96
GID7627074,Flat5IR,79,126,4.368207098,88
GID7627125,Flat5IR,77,118,6.456212402,100
GID7627127,Flat5IR,78,120,4.867115558,97
GID7627129,Flat5IR,79,120,4.860769427,103
GID7627134,Flat5IR,80,125,5.504292752,99
GID7627138,Flat5IR,82,129,4.345066156,96
GID7627139,Flat5IR,82,129,5.394164943,108
GID7627147,Flat5IR,80,116,5.14134534,94
GID7627153,Flat5IR,79,116,5.736791915,95
GID7627159,Flat5IR,82,118,6.410763847,100
GID7627160,Flat5IR,79,129,4.498463039,100
GID7627188,Flat5IR,70,106,5.815124966,92
GID7627201,Flat5IR,73,106,6.311853947,90
GID7627209,Flat5IR,74,106,5.530638811,101
GID7627210,Flat5IR,73,106,6.375443462,100
GID7627220,Flat5IR,76,114,6.985120754,106
GID7627233,Flat5IR,75,112,5.695574114,95
GID7627238,Flat5IR,79,124,6.529459851,90
GID7627240,Flat5IR,76,112,6.686221317,88
GID7627251,Flat5IR,76,109,7.311124105,97
GID7627256,Flat5IR,77,110,6.076448661,96
GID7627261,Flat5IR,75,109,6.016000161,90
GID7627297,Flat5IR,82,126,4.423729462,100
GID7627313,Flat5IR,76,113,5.536001889,108
GID7627315,Flat5IR,70,106,6.394203927,90
GID7627323,Flat5IR,78,117,5.473566216,96
GID7627324,Flat5IR,78,117,5.853116132,103
GID7627341,Flat5IR,71,109,6.996381247,90
GID7627350,Flat5IR,73,113,6.267954784,103
GID7627359,Flat5IR,74,117,6.787664049,90
GID7627366,Flat5IR,74,112,5.6104888,99
GID7627395,Flat5IR,80,113,6.435293523,90
GID7627400,Flat5IR,82,118,6.005295071,92
GID7627402,Flat5IR,78,120,6.32311444,95
GID7627407,Flat5IR,78,114,5.882282693,103
GID7627412,Flat5IR,78,114,6.737536025,98
GID7627422,Flat5IR,78,115,6.281255616,99
GID7627423,Flat5IR,76,113,6.504652248,95
GID7627428,Flat5IR,80,125,5.998692531,98
GID7627430,Flat5IR,79,124,6.616190308,101
GID7627433,Flat5IR,76,116,6.474395946,93
GID7627435,Flat5IR,76,118,6.986236085,96
GID7627436,Flat5IR,77,114,6.884377477,97
GID7627438,Flat5IR,77,114,7.187453309,98
GID7627439,Flat5IR,76,114,7.284664291,96
GID7627440,Flat5IR,74,113,7.202966074,96
GID7627441,Flat5IR,78,117,7.260594072,100
GID7627446,Flat5IR,75,114,7.05149226,90
GID7627458,Flat5IR,78,113,6.908095341,97
GID7627494,Flat5IR,79,114,6.729570342,90
GID7627532,Flat5IR,75,114,7.042710241,98
GID7627533,Flat5IR,80,116,6.752070261,100
GID7627534,Flat5IR,78,121,6.999377921,101
GID7627536,Flat5IR,72,110,7.476664847,94
GID7627538,Flat5IR,74,112,7.368396006,98
GID7627541,Flat5IR,81,115,6.919230956,102
GID7627556,Flat5IR,76,113,7.162691618,99
GID7627560,Flat5IR,83,120,6.553463042,99
GID7627562,Flat5IR,74,109,7.053076628,91
GID7627563,Flat5IR,80,115,6.579552692,96
GID7627584,Flat5IR,81,118,6.938974475,93
GID7627585,Flat5IR,90,129,5.652568849,92
GID7627596,Flat5IR,81,118,6.144105541,94
GID7627602,Flat5IR,82,126,6.358784256,96
GID7627605,Flat5IR,68,106,6.75339822,92
GID7627624,Flat5IR,83,120,5.971285651,99
GID7627645,Flat5IR,83,127,6.095387768,101
GID7627648,Flat5IR,78,113,6.55339894,100
GID7627652,Flat5IR,78,121,5.936157572,96
GID7627655,Flat5IR,82,121,5.83692716,94
GID7627659,Flat5IR,84,121,5.74269673,103
GID7627661,Flat5IR,72,109,6.867756782,96
GID7627677,Flat5IR,83,123,6.456091598,99
GID7627678,Flat5IR,76,114,7.061217624,96
GID7627691,Flat5IR,75,113,7.260255369,94
GID7627695,Flat5IR,76,116,7.231281115,98
GID7627696,Flat5IR,76,117,6.913333541,101
GID7627698,Flat5IR,77,118,6.624424325,101
GID7627699,Flat5IR,76,114,7.149935254,97
GID7627718,Flat5IR,76,116,7.098204671,97
GID7627721,Flat5IR,81,120,6.486362048,104
GID7627728,Flat5IR,75,112,6.376106035,95
GID7627730,Flat5IR,76,117,7.059116397,100
GID7627739,Flat5IR,75,112,7.455973942,96
GID7627757,Flat5IR,74,112,6.937642475,90
GID7627768,Flat5IR,75,110,7.045975418,87
GID7627769,Flat5IR,75,114,6.826681336,83
GID7627773,Flat5IR,73,111,7.065783039,85
GID7627774,Flat5IR,75,113,6.7625149,86
GID7627777,Flat5IR,76,111,6.560720755,96
GID7627794,Flat5IR,76,115,6.41937511,85
GID7627795,Flat5IR,83,122,6.320272903,104
GID7627796,Flat5IR,78,116,5.943094773,95
GID7627825,Flat5IR,72,107,6.413734105,100
GID7627834,Flat5IR,73,113,6.681617756,93
GID7627893,Flat5IR,74,108,6.524118323,90
GID7627894,Flat5IR,78,117,6.752002118,89
GID7627899,Flat5IR,71,107,6.475528754,90
GID7627900,Flat5IR,80,118,6.49354151,103
GID7627901,Flat5IR,72,108,6.647066598,95
GID7627913,Flat5IR,76,113,6.554631033,93
GID7627914,Flat5IR,74,106,6.849758176,101
GID7627915,Flat5IR,75,106,6.428669948,98
GID7627930,Flat5IR,77,106,6.289824294,96
GID7627997,Flat5IR,78,116,6.139824834,95
GID7627998,Flat5IR,77,117,6.95097576,91
GID7627999,Flat5IR,80,118,6.62558727,104
GID7628001,Flat5IR,77,113,6.787061048,98
GID7628008,Flat5IR,75,109,7.076547185,89
GID7628010,Flat5IR,75,113,6.748150932,92
GID7628040,Flat5IR,81,124,6.226550245,96
GID7628051,Flat5IR,77,115,6.085332805,89
GID7628065,Flat5IR,81,122,6.500459516,91
GID7628071,Flat5IR,77,117,6.574113097,95
GID7628072,Flat5IR,79,118,6.627382136,100
GID7628074,Flat5IR,77,116,6.778984154,99
GID7628080,Flat5IR,76,116,7.136226458,91
GID7628084,Flat5IR,75,114,7.226995362,94
GID7628122,Flat5IR,72,107,6.392254777,94
GID7628142,Flat5IR,83,123,5.856551577,99
GID7628145,Flat5IR,83,122,6.619689856,99
GID7628147,Flat5IR,84,127,5.431873619,95
GID7628158,Flat5IR,80,126,6.390844526,98
GID7628180,Flat5IR,72,112,6.783086703,92
GID7628193,Flat5IR,75,112,5.636306141,95
GID7628201,Flat5IR,81,122,5.808613213,96
GID7628212,Flat5IR,75,111,7.011685805,95
GID7628213,Flat5IR,78,116,6.453354482,100
GID7628218,Flat5IR,78,117,6.295919151,96
GID7628220,Flat5IR,72,107,6.784955852,89
GID7628222,Flat5IR,71,106,6.839955654,93
GID7628250,Flat5IR,83,129,6.568033556,110
GID7628253,Flat5IR,76,117,7.284248927,100
GID7628425,Flat5IR,82,124,5.675781385,102
GID7628434,Flat5IR,83,125,5.762704149,106
GID7628439,Flat5IR,83,125,6.307253471,99
GID7628442,Flat5IR,84,125,4.143479209,101
GID7628467,Flat5IR,74,106,7.193116295,98
GID7628468,Flat5IR,79,114,6.507157226,103
GID7628473,Flat5IR,81,118,6.772733193,111
GID7628477,Flat5IR,79,115,5.97183864,98
GID7628492,Flat5IR,76,113,7.325359408,103
GID7628540,Flat5IR,68,108,6.81715611,95
GID7628581,Flat5IR,83,121,5.778121389,95
GID7628586,Flat5IR,78,110,6.000492383,96
GID7628588,Flat5IR,79,110,6.097158702,100
GID7628590,Flat5IR,84,114,6.304593852,115
GID7628593,Flat5IR,72,107,6.879591782,105
GID7628597,Flat5IR,79,115,6.676836102,101
GID7628598,Flat5IR,83,114,6.825425311,105
GID7628632,Flat5IR,91,129,4.427100611,110
GID7628658,Flat5IR,79,114,7.172154832,104
GID7628680,Flat5IR,77,114,6.984399097,97
GID7628703,Flat5IR,79,111,6.638487181,98
GID7628704,Flat5IR,83,117,5.934515356,89
GID7628724,Flat5IR,79,113,6.528167065,97
GID7628728,Flat5IR,83,121,5.275992086,103
GID7628745,Flat5IR,79,116,5.985669018,103
GID7628764,Flat5IR,76,112,6.590282226,90
GID7628772,Flat5IR,84,120,5.20028723,85
GID7628787,Flat5IR,72,113,7.144831512,96
GID7628792,Flat5IR,73,108,6.440859687,97
GID7628807,Flat5IR,78,110,6.868229943,105
GID7628810,Flat5IR,79,118,6.223168163,100
GID7628813,Flat5IR,83,117,6.653679434,103
GID7628841,Flat5IR,84,122,6.750986776,106
GID7628850,Flat5IR,78,111,6.978614161,102
GID7628853,Flat5IR,83,121,5.88214375,103
GID7628883,Flat5IR,71,106,6.919575912,95
GID7628902,Flat5IR,79,112,6.35303949,100
GID7628912,Flat5IR,73,106,6.753807278,99
GID7628927,Flat5IR,83,117,6.595451955,101
GID7628930,Flat5IR,79,119,6.025774519,99
GID7628953,Flat5IR,84,115,4.476805736,100
GID7628971,Flat5IR,84,121,4.122896754,105
GID7628975,Flat5IR,76,109,6.690708022,101
GID7628979,Flat5IR,84,122,5.399943438,102
GID7628988,Flat5IR,78,111,6.743143731,99
GID7628989,Flat5IR,83,114,4.958406566,89
GID7629049,Flat5IR,74,109,7.342115934,110
GID7629055,Flat5IR,79,112,6.066671807,104
GID7629059,Flat5IR,83,113,5.208021052,102
GID7629060,Flat5IR,76,108,6.944168648,110
GID7629062,Flat5IR,77,109,6.908014932,101
GID7629065,Flat5IR,73,106,6.340452873,100
GID7629066,Flat5IR,84,116,4.862765885,98
GID7629071,Flat5IR,85,124,4.13571722,103
GID7629076,Flat5IR,69,108,6.099940918,110
GID7629111,Flat5IR,72,109,7.133206429,105
GID7629225,Flat5IR,83,125,7.177810968,105
GID7629231,Flat5IR,84,126,6.606402769,110
GID7629253,Flat5IR,79,118,4.952818978,91
GID7629254,Flat5IR,83,120,6.41556425046885,96
GID7629270,Flat5IR,79,117,4.247308697,98
GID7629289,Flat5IR,83,121,6.707940865,103
GID7629291,Flat5IR,84,124,6.111853267,105
GID7629299,Flat5IR,77,108,6.655248747,108
GID7629318,Flat5IR,78,107,5.880187434,109
GID7629366,Flat5IR,76,113,7.493386755,96
GID7629380,Flat5IR,77,116,6.988773187,95
GID7629400,Flat5IR,78,112,6.936337478,99
GID7629403,Flat5IR,84,121,6.623902706,92
GID7629447,Flat5IR,72,107,6.7693509,98
GID7629449,Flat5IR,74,111,6.812171259,111
GID7629453,Flat5IR,77,112,6.411916289,105
GID7629454,Flat5IR,77,109,7.367810284,103
GID7629455,Flat5IR,75,113,7.534925067,106
GID7629459,Flat5IR,78,113,6.280827018,98
GID7629477,Flat5IR,77,112,6.505569798,95
GID7629489,Flat5IR,79,117,7.41056654,103
GID7629492,Flat5IR,77,117,6.608582248,106
GID7629496,Flat5IR,84,121,4.865329335,98
GID7629511,Flat5IR,77,114,6.459169751,97
GID7629518,Flat5IR,79,115,6.727886732,99
GID7629528,Flat5IR,77,113,6.808078751,98
GID7629541,Flat5IR,72,106,6.924039872,95
GID7629543,Flat5IR,77,106,6.02699182,104
GID7629546,Flat5IR,76,106,6.081286496,100
GID7629551,Flat5IR,73,109,5.45366055,115
GID7629552,Flat5IR,76,107,5.766223528,100
GID7629557,Flat5IR,77,106,6.267760184,97
GID7629558,Flat5IR,77,113,6.846732458,105
GID7629571,Flat5IR,83,123,6.294170345,106
GID7629576,Flat5IR,79,121,6.911539917,104
GID7629578,Flat5IR,77,115,7.239551557,95
GID7629581,Flat5IR,78,114,6.30006776,90
GID7629585,Flat5IR,84,126,6.068786541,95
GID7629587,Flat5IR,83,122,6.82506587,90
GID7629588,Flat5IR,81,115,6.910642485,100
GID7629600,Flat5IR,84,121,5.778531176,104
GID7629625,Flat5IR,83,119,6.306285686,106
GID7629675,Flat5IR,83,126,5.426469795,103
GID7629692,Flat5IR,74,113,7.423193376,99
GID7629693,Flat5IR,75,114,7.041784493,100
GID7629715,Flat5IR,83,121,6.730567665,102
GID7629716,Flat5IR,81,122,5.437110783,103
GID7629729,Flat5IR,79,117,4.639357244,93
GID7629731,Flat5IR,75,113,6.718708733,96
GID7629733,Flat5IR,81,118,5.072689018,105
GID7629741,Flat5IR,75,110,6.680888356,101
GID7629752,Flat5IR,81,116,5.249996072,103
GID7629755,Flat5IR,78,115,5.39198274,91
GID7629758,Flat5IR,78,115,5.690763716,99
GID7629766,Flat5IR,78,113,5.367752058,110
GID7629768,Flat5IR,84,126,6.255633477,109
GID7629772,Flat5IR,76,116,6.107428882,104
GID7629777,Flat5IR,78,118,4.630511122,103
GID7629778,Flat5IR,77,114,5.390636591,112
GID7629780,Flat5IR,78,120,5.448804723,96
GID7629784,Flat5IR,81,122,5.401497201,95
GID7629785,Flat5IR,78,121,5.422522767,100
GID7629788,Flat5IR,79,122,5.784124029,99
GID7629792,Flat5IR,75,113,6.46245492,104
GID7629799,Flat5IR,78,115,5.807072664,95
GID7629801,Flat5IR,78,120,6.296301672,100
GID7629802,Flat5IR,78,120,5.249446467,108
GID7629897,Flat5IR,72,106,6.991363273,96
GID7629902,Flat5IR,85,127,5.470791824,104
GID7629904,Flat5IR,84,127,4.61246158,99
GID7629982,Flat5IR,83,121,6.922044443,108
GID7630004,Flat5IR,75,113,6.020509227,105
GID7630005,Flat5IR,74,114,7.214992106,100
GID7630020,Flat5IR,79,114,6.49339214,106
GID7630025,Flat5IR,83,120,5.647049033,95
GID7630037,Flat5IR,77,120,6.55409705,101
GID7630045,Flat5IR,82,125,6.274739081,99
GID7630047,Flat5IR,83,125,6.272046783,108
GID7630056,Flat5IR,84,126,6.498969043,108
GID7630057,Flat5IR,82,123,5.924548034,103
GID7630059,Flat5IR,81,120,6.451212805,101
GID7630060,Flat5IR,82,128,5.299550284,101
GID7630061,Flat5IR,83,128,4.880000512,102
GID7630063,Flat5IR,84,128,5.975765798,101
GID7630064,Flat5IR,82,125,5.658587453,105
GID7630065,Flat5IR,84,129,6.443776934,110
GID7630066,Flat5IR,81,117,6.541917606,110
GID7630069,Flat5IR,82,121,5.840189363,108
GID7630077,Flat5IR,83,128,5.986727297,105
GID7630082,Flat5IR,81,120,5.959676113,110
GID7630084,Flat5IR,80,122,6.020252818,108
GID7630179,Flat5IR,78,118,6.765506545,104
GID7630249,Flat5IR,82,126,4.442886701,106
GID7630251,Flat5IR,83,129,4.891410728,99
GID7630252,Flat5IR,83,124,5.7972408,103
GID7630307,Flat5IR,82,123,5.856214947,103
GID7630321,Flat5IR,81,116,6.220178085,107
GID7630339,Flat5IR,77,114,6.710240423,110
GID7630341,Flat5IR,73,111,6.564728126,98
GID7630343,Flat5IR,77,114,6.314729026,106
GID7630399,Flat5IR,78,113,5.43819372,96
GID7630418,Flat5IR,78,113,6.063383777,100
GID7630420,Flat5IR,75,112,6.610048476,93
GID7630425,Flat5IR,81,122,5.955371346,100
GID7630428,Flat5IR,78,113,4.99999017,100
GID7630430,Flat5IR,81,115,5.203963794,102
GID7630431,Flat5IR,83,116,5.747423376,100
GID7630458,Flat5IR,81,122,5.801269336,98
GID7630467,Flat5IR,79,116,7.219725768,105
GID7630468,Flat5IR,83,121,5.231014979,93
GID7630522,Flat5IR,71,108,7.620823884,106
GID7630526,Flat5IR,72,112,7.171979346,97
GID7630530,Flat5IR,72,110,7.521337062,103
GID7630538,Flat5IR,77,114,6.464545995,98
GID7630543,Flat5IR,74,114,6.844993343,105
GID7630550,Flat5IR,75,112,6.904223899,101
GID7630551,Flat5IR,79,120,6.63941716,103
GID7630552,Flat5IR,76,118,7.494029468,97
GID7630553,Flat5IR,74,113,7.794541207,103
GID7630565,Flat5IR,74,111,6.450315277,98
GID7630604,Flat5IR,72,107,6.942175209,101
GID7630628,Flat5IR,75,115,5.701795059,94
GID7630630,Flat5IR,81,119,6.442946237,100
GID7630631,Flat5IR,84,123,6.125190971,99
GID7630666,Flat5IR,77,114,6.283908348,98
GID7630670,Flat5IR,76,112,6.131537102,94
GID7630671,Flat5IR,76,112,6.674227456,100
GID7630701,Flat5IR,79,127,5.758269215,101
GID7630704,Flat5IR,78,114,6.670060804,97
GID7630737,Flat5IR,78,120,7.126084804,100
GID7630743,Flat5IR,79,122,6.530766434,98
GID7630749,Flat5IR,76,116,6.734419547,95
GID7630774,Flat5IR,76,115,7.465698966,91
GID7630775,Flat5IR,90,135,5.680000266,100
GID7630784,Flat5IR,78,117,6.98614941,98
GID7630785,Flat5IR,81,125,6.604996936,105
GID7630804,Flat5IR,74,114,6.503651147,98
GID7630830,Flat5IR,70,108,7.439096497,103
GID7630834,Flat5IR,74,113,7.654672644,90
GID7630850,Flat5IR,78,115,6.731843799,97
GID7630870,Flat5IR,83,126,6.512229205,100
GID7630949,Flat5IR,76,116,6.936833883,100
GID7630971,Flat5IR,84,124,5.701344391,105
GID7630995,Flat5IR,71,109,7.246595238,97
GID7630998,Flat5IR,74,113,7.008647377,102
GID7631006,Flat5IR,71,107,7.447849835,98
GID7631053,Flat5IR,79,113,5.041896958,92
GID7631061,Flat5IR,78,114,6.950351626,92
GID7631063,Flat5IR,80,114,6.137213528,105
GID7631090,Flat5IR,79,117,6.217020933,104
GID7631094,Flat5IR,75,108,6.117918726,98
GID7631140,Flat5IR,75,110,6.300225762,93
GID7631147,Flat5IR,82,121,6.146572469,96
GID7631158,Flat5IR,79,113,6.414203814,105
GID7631163,Flat5IR,72,107,6.272281248,100
GID7631173,Flat5IR,82,125,5.290041194,93
GID7631174,Flat5IR,77,117,6.568369925,98
GID7631181,Flat5IR,74,113,6.505934253,110
GID7631182,Flat5IR,74,112,6.616831289,98
GID7631184,Flat5IR,75,110,6.408114092,105
GID7631185,Flat5IR,71,107,7.05311177,98
GID7631187,Flat5IR,71,108,6.594523677,97
GID7631188,Flat5IR,78,117,5.998884796,100
