Line,Env,DTHD,DTMT,GY,Height
GID7634840,Bed5IR,75,119,7.023760741,110
GID7634842,Bed5IR,73,113,6.712094075,112
GID7634851,Bed5IR,80,126,6.322094075,112
GID7634854,Bed5IR,77,117,6.786094075,111
GID7634872,Bed5IR,74,113,6.749759761,101
GID7634878,Bed5IR,74,114,6.405093094,103
GID7634919,Bed5IR,68,110,6.371825725,101
GID7634948,Bed5IR,73,114,6.023832812,106
GID7634968,Bed5IR,72,114,6.471071249,113
GID7729439,Bed5IR,72,111,5.632930637,101
GID7729456,Bed5IR,76,114,5.511281187,102
GID7729464,Bed5IR,68,107,5.587767813,108
GID7729466,Bed5IR,70,113,5.873774227,99
GID7729512,Bed5IR,69,113,7.058760741,103
GID7729618,Bed5IR,66,113,6.257094075,96
GID7729640,Bed5IR,68,114,6.279760741,97
GID7729654,Bed5IR,70,109,6.039094075,102
GID7729657,Bed5IR,74,114,6.792760741,108
GID7729659,Bed5IR,75,116,6.217427408,106
GID7729660,Bed5IR,67,110,6.507760741,104
GID7729677,Bed5IR,74,114,6.982759761,115
GID7729679,Bed5IR,75,116,6.503759761,115
GID7729686,Bed5IR,73,114,6.990759761,110
GID7729687,Bed5IR,74,116,6.731426428,105
GID7729698,Bed5IR,73,114,6.451759761,106
GID7729702,Bed5IR,76,117,6.177759761,108
GID7729713,Bed5IR,78,117,6.326426428,100
GID7729715,Bed5IR,75,117,6.719093094,107
GID7729730,Bed5IR,78,124,6.730759761,101
GID7729734,Bed5IR,76,120,6.751093094,104
GID7729735,Bed5IR,78,120,6.809426428,106
GID7729736,Bed5IR,74,117,6.495426428,95
GID7729743,Bed5IR,73,114,6.517426428,103
GID7729752,Bed5IR,74,115,6.349093094,104
GID7729775,Bed5IR,73,114,6.758759761,96
GID7729784,Bed5IR,74,117,6.750426428,93
GID7729795,Bed5IR,74,114,6.648759761,101
GID7729800,Bed5IR,73,112,6.843759761,103
GID7729803,Bed5IR,80,121,6.558759761,113
GID7729805,Bed5IR,74,114,6.629759761,105
GID7729813,Bed5IR,73,115,6.198426428,109
GID7729817,Bed5IR,72,113,6.848825725,106
GID7729821,Bed5IR,68,111,5.785825725,101
GID7729823,Bed5IR,74,114,6.254825725,100
GID7729825,Bed5IR,75,115,6.078492392,104
GID7729827,Bed5IR,76,116,5.925825725,102
GID7729829,Bed5IR,75,116,7.019159059,104
GID7729834,Bed5IR,72,114,6.372159059,97
GID7729835,Bed5IR,75,114,6.243159059,105
GID7729836,Bed5IR,74,114,6.610492392,95
GID7729838,Bed5IR,74,114,6.317825725,103
GID7729839,Bed5IR,75,115,6.563492392,101
GID7729840,Bed5IR,73,114,6.445159059,105
GID7729842,Bed5IR,74,114,6.621492392,101
GID7729855,Bed5IR,73,121,6.988492392,103
GID7729861,Bed5IR,75,117,6.021492392,108
GID7729876,Bed5IR,69,113,5.798825725,95
GID7729897,Bed5IR,75,114,6.131825725,102
GID7729924,Bed5IR,69,113,6.154159059,113
GID7729966,Bed5IR,73,115,7.032825725,104
GID7729971,Bed5IR,72,112,6.225627303,101
GID7729974,Bed5IR,73,113,5.43047888,103
GID7729978,Bed5IR,75,114,5.815503479,104
GID7729995,Bed5IR,70,114,5.757022459,91
GID7729997,Bed5IR,68,111,5.464766166,86
GID7730025,Bed5IR,73,114,5.814908252,104
GID7730037,Bed5IR,69,113,5.750623772,107
GID7730040,Bed5IR,70,112,5.977479536,105
GID7730042,Bed5IR,72,112,6.330076932,108
GID7730168,Bed5IR,72,114,5.934102392,110
GID7730170,Bed5IR,71,114,6.239453672,95
GID7730183,Bed5IR,73,114,6.372114816,109
GID7730192,Bed5IR,78,121,6.672034652,98
GID7730209,Bed5IR,67,109,5.664836729,104
GID7730220,Bed5IR,73,113,6.108950226,104
GID7730237,Bed5IR,78,117,6.793727263,103
GID7730240,Bed5IR,74,114,6.80068592,104
GID7730251,Bed5IR,72,114,5.550776419,101
GID7730259,Bed5IR,73,113,6.137223492,105
GID7730279,Bed5IR,69,109,5.958357879,99
GID7730295,Bed5IR,80,121,5.72541398,100
GID7730296,Bed5IR,78,116,5.792897803,97
GID7730299,Bed5IR,69,110,6.13411149,96
GID7730302,Bed5IR,67,109,6.34258963,107
GID7730303,Bed5IR,68,108,6.362976143,101
GID7730318,Bed5IR,74,116,6.179051103,97
GID7730320,Bed5IR,74,117,6.194899013,98
GID7730324,Bed5IR,73,115,6.616170687,106
GID7730373,Bed5IR,71,113,6.046092347,102
GID7730499,Bed5IR,72,110,5.921987587,108
GID7460296,EHT,70,125,5.963667478,90
GID7460318,EHT,77,131,5.870952171,90
GID7460639,EHT,73,132,6.976042998,100
GID7460796,EHT,77,131,6.424793078,98
GID7460821,EHT,70,127,6.938368651,105
GID7460824,EHT,76,133,5.947981505,95
GID7460951,EHT,73,130,6.740543318,97
GID7461071,EHT,72,131,6.300215638,85
GID7461098,EHT,72,129,6.710571905,85
GID7461103,EHT,70,125,6.409947425,96
GID7461113,EHT,69,126,6.256799105,90
GID7461202,EHT,69,127,7.152020011,95
GID7461204,EHT,73,130,7.305168331,100
GID7461383,EHT,74,129,7.199918251,105
GID7461385,EHT,74,133,6.835290182,100
GID7461428,EHT,75,132,6.349585222,100
GID7461477,EHT,72,129,6.753639088,100
GID7461607,EHT,76,131,6.359038822,95
GID7461686,EHT,72,127,5.989928262,100
GID7461788,EHT,68,129,6.660643675,90
GID7461790,EHT,64,125,5.988667782,87
GID7461841,EHT,63,122,5.533984635,90
GID7461850,EHT,66,122,6.041327835,90
GID7461855,EHT,63,120,5.923122822,105
GID7461901,EHT,77,133,6.748597168,100
GID7461908,EHT,67,124,6.267023782,95
GID7461942,EHT,70,122,5.687903248,90
GID7462007,EHT,71,122,5.558353915,95
GID7462030,EHT,76,130,5.627400208,100
GID7462066,EHT,64,118,5.285109862,90
GID7462096,EHT,76,132,5.932156262,110
GID7462103,EHT,67,118,4.920410982,95
GID7462104,EHT,65,118,5.630271302,95
GID7462108,EHT,64,118,5.432586022,90
GID7462109,EHT,64,118,5.509195195,90
GID7462116,EHT,73,135,6.350285488,92
GID7462121,EHT,68,123,6.087132111,100
GID7462124,EHT,65,125,5.827613284,96
GID7462209,EHT,75,129,6.719052751,93
GID7462211,EHT,76,133,7.249644804,95
GID7462232,EHT,67,126,6.140842564,86
GID7462243,EHT,91,139,5.210530678,100
GID7462246,EHT,76,129,6.338030038,103
GID7462271,EHT,70,130,6.305187531,96
GID7462298,EHT,89,138,5.243030671,96
GID7462301,EHT,71,128,7.367919844,96
GID7462304,EHT,76,134,7.151047257,91
GID7462344,EHT,62,124,6.311777657,89
GID7462382,EHT,72,130,6.320390937,92
GID7462383,EHT,76,133,4.687999311,100
GID7462388,EHT,80,130,6.668843631,98
GID7462403,EHT,79,135,7.360349345,90
GID7462406,EHT,80,134,5.875223798,95
GID7462461,EHT,75,129,6.890820545,90
GID7462462,EHT,72,126,6.602170625,93
GID7462653,EHT,79,134,7.960267798,85
GID7462655,EHT,77,132,7.669377025,86
GID7462656,EHT,72,127,7.383808278,94
GID7462660,EHT,81,135,7.727359105,87
GID7462714,EHT,79,131,6.472446603,100
GID7462717,EHT,88,141,6.07819647,98
GID7462755,EHT,72,131,6.04983567,95
GID7624667,EHT,65,124,6.711274023,96
GID7624680,EHT,73,127,6.12269989,96
GID7624681,EHT,62,119,5.97018181,92
GID7624686,EHT,70,125,6.044059943,95
GID7624687,EHT,69,127,6.327597917,95
GID7624688,EHT,72,127,6.491740423,102
GID7624690,EHT,76,132,6.308760743,108
GID7624695,EHT,73,130,6.043989917,105
GID7624696,EHT,66,130,6.68193285,97
GID7624701,EHT,74,126,5.772636583,100
GID7624708,EHT,72,130,5.84791525,97
GID7624709,EHT,73,132,5.731460903,95
GID7624712,EHT,65,127,6.31870453,100
GID7624727,EHT,70,123,5.958277277,104
GID7624728,EHT,67,122,6.108064317,96
GID7624733,EHT,75,130,7.22646021,104
GID7624738,EHT,85,138,6.312542183,95
GID7624745,EHT,82,138,6.48823909,91
GID7624749,EHT,72,127,6.05610453,100
GID7624753,EHT,66,122,6.149870237,105
GID7624770,EHT,56,116,5.088966237,84
GID7624785,EHT,78,132,6.424066053,105
GID7624831,EHT,71,130,6.285203173,95
GID7624838,EHT,77,135,5.947814693,100
GID7624855,EHT,77,136,4.947654882,105
GID7624880,EHT,82,134,5.622330747,95
GID7624883,EHT,80,136,4.52333224,100
GID7624890,EHT,74,133,5.793966107,95
GID7624891,EHT,81,135,5.828279173,105
GID7624895,EHT,80,135,5.923235333,95
GID7624898,EHT,56,116,5.112046427,80
GID7624964,EHT,78,131,6.390873413,103
GID7624976,EHT,54,117,4.591888347,80
GID7624986,EHT,71,121,6.26867688,100
GID7625005,EHT,70,131,6.247808933,99
GID7625010,EHT,99,144,5.284312027,102
GID7625030,EHT,84,136,5.666657627,100
GID7625034,EHT,81,135,6.38169992,93
GID7625036,EHT,64,121,5.77708968,92
GID7625048,EHT,63,135,6.446334533,100
GID7625055,EHT,72,126,6.80354056,105
GID7625104,EHT,65,127,6.53505832,90
GID7625106,EHT,67,127,5.951386053,90
GID7625107,EHT,72,127,6.08653752,87
GID7625112,EHT,77,135,5.235573467,100
GID7625120,EHT,72,127,6.843525787,92
GID7625125,EHT,69,131,5.826727102,90
GID7625126,EHT,70,125,5.311750995,101
GID7625129,EHT,71,124,5.734782089,87
GID7625141,EHT,71,131,5.785621449,96
GID7625143,EHT,72,127,6.284211315,91
GID7625147,EHT,79,134,6.241425022,96
GID7625149,EHT,63,131,6.140446569,100
GID7625157,EHT,67,124,6.222447795,90
GID7625159,EHT,71,124,5.851446515,97
GID7625161,EHT,78,135,5.138154889,100
GID7625162,EHT,86,134,5.754949769,90
GID7625163,EHT,67,122,6.153751635,95
GID7625179,EHT,61,119,4.955175209,90
GID7625211,EHT,67,125,5.860129822,93
GID7625240,EHT,69,126,5.486747635,94
GID7625257,EHT,61,122,5.882888489,80
GID7625264,EHT,59,121,6.459628115,83
GID7625266,EHT,75,133,5.928685929,95
GID7625273,EHT,69,124,6.738754409,100
GID7625274,EHT,64,124,5.805509022,89
GID7625276,EHT,65,125,5.733031422,83
GID7625281,EHT,70,129,6.284771529,98
GID7625285,EHT,65,126,5.77258285,100
GID7625306,EHT,63,121,6.06984605,90
GID7625351,EHT,73,129,7.025569996,97
GID7625358,EHT,67,124,6.590564343,98
GID7625361,EHT,73,125,6.50029997,95
GID7625362,EHT,78,130,6.525789676,95
GID7625368,EHT,79,134,6.25282573,106
GID7625406,EHT,71,127,5.94526861,102
GID7625432,EHT,75,134,6.92550189,103
GID7625495,EHT,55,117,5.269161143,83
GID7625589,EHT,64,123,5.413906263,95
GID7625592,EHT,66,119,5.66649245,96
GID7625597,EHT,72,129,6.56416429,104
GID7625603,EHT,87,139,4.567704023,100
GID7625619,EHT,71,130,6.06312349,86
GID7625639,EHT,71,126,6.860096983,95
GID7625650,EHT,64,120,5.81417869,92
GID7625651,EHT,67,123,6.228946636,98
GID7625653,EHT,67,123,5.738829996,95
GID7625654,EHT,73,128,7.186341989,96
GID7625655,EHT,71,127,6.458975002,104
GID7625718,EHT,100,143,5.792881349,92
GID7625742,EHT,77,126,6.317521135,100
GID7625744,EHT,60,117,5.074967962,90
GID7625746,EHT,81,127,6.238601082,102
GID7625747,EHT,92,139,5.742812282,100
GID7625757,EHT,86,135,6.893490469,95
GID7625764,EHT,83,134,7.035504549,105
GID7625767,EHT,85,134,6.877384335,105
GID7625768,EHT,85,135,6.583482415,102
GID7625772,EHT,87,136,6.165843375,96
GID7625790,EHT,82,137,5.989586255,96
GID7625795,EHT,64,122,6.256387855,97
GID7625802,EHT,74,130,6.893377555,90
GID7625804,EHT,78,139,5.914544808,100
GID7625806,EHT,81,134,4.830391955,100
GID7625807,EHT,79,131,6.740999528,105
GID7625813,EHT,83,139,6.059429981,100
GID7625818,EHT,82,135,7.288327955,100
GID7625822,EHT,62,119,6.156416915,85
GID7625823,EHT,69,122,7.122644861,95
GID7625826,EHT,74,129,7.339867581,110
GID7625828,EHT,73,138,7.132728701,95
GID7625833,EHT,62,120,5.785695741,90
GID7625834,EHT,75,132,6.625245448,90
GID7625835,EHT,65,127,6.411524061,100
GID7625836,EHT,71,127,6.611170088,100
GID7625899,EHT,67,122,7.217811101,105
GID7625952,EHT,77,131,7.284476488,105
GID7625954,EHT,82,135,6.549126461,95
GID7625959,EHT,78,133,7.398970088,100
GID7625967,EHT,68,125,5.800611421,100
GID7625970,EHT,71,127,6.207046195,95
GID7625973,EHT,68,123,6.136319261,96
GID7625979,EHT,66,123,6.406061981,93
GID7625980,EHT,72,127,6.452559688,100
GID7625985,EHT,70,129,6.378891635,100
GID7625987,EHT,74,130,6.595484115,100
GID7626003,EHT,64,122,6.555408991,103
GID7626008,EHT,74,129,6.205975924,96
GID7626017,EHT,68,120,5.850450537,92
GID7626019,EHT,73,126,6.830473737,100
GID7626021,EHT,61,121,6.099185257,87
GID7626023,EHT,68,125,5.746180831,105
GID7626027,EHT,69,128,5.982800937,95
GID7626030,EHT,67,123,5.966624777,92
GID7626034,EHT,68,123,6.173063391,96
GID7626056,EHT,81,135,7.254975391,100
GID7626067,EHT,79,133,6.858904564,100
GID7626068,EHT,73,126,7.664351284,97
GID7626072,EHT,61,119,5.910533417,86
GID7626073,EHT,65,123,6.752534057,102
GID7626075,EHT,66,121,6.341897684,86
GID7626082,EHT,73,127,7.335576084,104
GID7626083,EHT,72,127,7.283966431,96
GID7626084,EHT,70,123,6.558910324,95
GID7626085,EHT,65,125,6.798891711,100
GID7626087,EHT,65,120,6.378101471,96
GID7626088,EHT,74,132,7.098395764,93
GID7626089,EHT,81,134,7.220172137,100
GID7626090,EHT,69,123,6.884604351,92
GID7626091,EHT,69,124,6.745811497,96
GID7626092,EHT,81,136,7.283056084,103
GID7626094,EHT,65,120,6.626836191,95
GID7626096,EHT,68,125,7.178812593,95
GID7626098,EHT,65,126,6.470142727,100
GID7626100,EHT,74,127,7.303179953,93
GID7626101,EHT,65,121,6.693947953,95
GID7626106,EHT,72,129,6.663416327,97
GID7626107,EHT,70,131,6.995622833,100
GID7626114,EHT,64,125,6.1549527,105
GID7626117,EHT,71,124,6.514889767,100
GID7626121,EHT,70,122,6.2820511,95
GID7626167,EHT,61,120,5.376746353,87
GID7626175,EHT,65,120,6.056075047,97
GID7626177,EHT,58,117,5.335290567,90
GID7626180,EHT,88,143,6.272037287,90
GID7626183,EHT,73,133,7.309062193,100
GID7626186,EHT,86,139,5.676880647,100
GID7626200,EHT,96,138,5.458677553,103
GID7626202,EHT,94,137,6.11902902,103
GID7626204,EHT,93,138,5.977154993,100
GID7626207,EHT,59,116,5.50223414,85
GID7626220,EHT,72,131,6.965931527,95
GID7626235,EHT,69,130,5.852297447,95
GID7626255,EHT,79,139,4.878436593,95
GID7626298,EHT,69,124,6.80557046,103
GID7626301,EHT,71,126,6.728331047,105
GID7626302,EHT,73,126,7.2568223,96
GID7626303,EHT,73,125,7.25535174,95
GID7626304,EHT,76,128,7.05041248,96
GID7626305,EHT,74,126,6.412329493,100
GID7626306,EHT,79,134,7.443122026,85
GID7626307,EHT,80,131,7.637936213,100
GID7626308,EHT,75,127,7.724909333,95
GID7626310,EHT,73,120,6.66386528,100
GID7626319,EHT,69,125,6.928916213,90
GID7626326,EHT,75,127,7.390251893,104
GID7626327,EHT,71,123,7.31763424,95
GID7626329,EHT,69,124,7.13192352,105
GID7626330,EHT,67,123,6.458547093,93
GID7626332,EHT,71,124,6.41281968,97
GID7626333,EHT,74,126,7.53506704,90
GID7626335,EHT,68,124,6.32878768,90
GID7626336,EHT,68,120,6.613586133,95
GID7626339,EHT,69,124,6.34559408,95
GID7626341,EHT,72,125,6.709732746,100
GID7626344,EHT,63,122,6.35126624,97
GID7626345,EHT,64,123,6.68235232,100
GID7626346,EHT,75,125,7.244596426,95
GID7626349,EHT,68,123,6.650350133,100
GID7626354,EHT,73,127,7.08255472,100
GID7626356,EHT,72,131,7.420643466,100
GID7626357,EHT,74,128,7.4735136,97
GID7626359,EHT,71,127,6.643977706,100
GID7626360,EHT,77,131,7.050141326,96
GID7626361,EHT,72,128,6.182791032,95
GID7626362,EHT,77,131,6.755679192,93
GID7626365,EHT,74,130,6.822274552,95
GID7626366,EHT,75,134,7.426324579,95
GID7626370,EHT,75,135,6.917580846,97
GID7626371,EHT,76,132,6.465278606,108
GID7626376,EHT,74,131,7.493340099,110
GID7626377,EHT,72,127,6.839080952,108
GID7626378,EHT,72,123,6.826196046,100
GID7626380,EHT,78,133,7.496141166,100
GID7626381,EHT,65,125,6.773325912,93
GID7626382,EHT,72,126,6.378165432,100
GID7626383,EHT,69,124,6.598749432,95
GID7626385,EHT,81,139,5.762561006,110
GID7626388,EHT,74,127,6.875774926,96
GID7626389,EHT,72,123,6.882917646,103
GID7626390,EHT,71,126,6.994750232,95
GID7626391,EHT,67,123,6.233630392,95
GID7626392,EHT,72,127,7.071709539,90
GID7626396,EHT,69,127,6.887469379,93
GID7626397,EHT,73,127,6.158981966,100
GID7626398,EHT,69,129,6.517728579,95
GID7626401,EHT,77,131,6.532364152,100
GID7626402,EHT,67,122,6.794473966,90
GID7626403,EHT,75,131,7.392151566,100
GID7626405,EHT,68,122,6.407296526,103
GID7626408,EHT,72,130,5.851538611,108
GID7626409,EHT,77,132,6.625963518,100
GID7626414,EHT,68,124,6.747599838,95
GID7626416,EHT,76,131,7.154664851,95
GID7626417,EHT,69,123,6.673791731,97
GID7626419,EHT,74,129,7.190588531,105
GID7626421,EHT,67,122,7.031417918,98
GID7626423,EHT,77,130,7.461521705,97
GID7626425,EHT,67,123,6.473585491,96
GID7626433,EHT,69,129,6.593611198,100
GID7626434,EHT,77,138,6.989261865,95
GID7626435,EHT,77,137,6.483249171,95
GID7626441,EHT,78,129,7.042762238,105
GID7626442,EHT,72,129,6.904669651,111
GID7626446,EHT,77,129,7.135127411,102
GID7626450,EHT,69,126,6.693819358,100
GID7626451,EHT,74,129,7.582457758,105
GID7626460,EHT,74,133,6.840175091,100
GID7626461,EHT,78,138,7.057257758,96
GID7626476,EHT,65,126,6.405589598,98
GID7626480,EHT,73,133,6.957329705,92
GID7626484,EHT,79,139,7.117270611,100
GID7626486,EHT,95,143,5.490691198,100
GID7626498,EHT,81,139,7.527534664,100
GID7626517,EHT,73,139,7.235943624,105
GID7626520,EHT,72,131,6.266564477,95
GID7626528,EHT,72,129,6.680211997,100
GID7626549,EHT,73,137,7.42361509,103
GID7626551,EHT,94,141,6.00368437,100
GID7626563,EHT,91,139,5.96439941,105
GID7626565,EHT,64,124,6.572510984,100
GID7626568,EHT,91,141,5.187873704,96
GID7626569,EHT,73,129,7.547422237,103
GID7626570,EHT,74,130,7.302679037,108
GID7626571,EHT,71,129,6.979155837,107
GID7626572,EHT,75,129,6.16292501,110
GID7626576,EHT,82,139,6.86900389,100
GID7626584,EHT,60,125,5.53982773,85
GID7626590,EHT,72,126,6.16586613,103
GID7626611,EHT,69,125,6.54443029,106
GID7626651,EHT,80,134,6.26823675361476,100
GID7626657,EHT,90,139,5.832749277,106
GID7626664,EHT,82,142,5.082973757,97
GID7626670,EHT,91,137,6.26823675361476,106
GID7626674,EHT,82,136,6.26823675361476,110
GID7626686,EHT,81,139,6.61102565,105
GID7626687,EHT,100,142,7.438460744,97
GID7626688,EHT,74,129,6.362010824,106
GID7626689,EHT,88,137,6.026443037,106
GID7626690,EHT,89,140,5.263082344,111
GID7626691,EHT,97,142,7.20639237,95
GID7626725,EHT,80,131,5.432324143,100
GID7626732,EHT,93,138,6.315710543,95
GID7626736,EHT,90,139,5.70423769,96
GID7626741,EHT,85,136,6.188822223,106
GID7626747,EHT,60,125,6.623057583,103
GID7626758,EHT,90,139,6.402823717,105
GID7626772,EHT,70,130,4.521837423,105
GID7626778,EHT,81,136,5.089473583,110
GID7626780,EHT,90,136,6.530762437,102
GID7626817,EHT,70,127,7.04391785,106
GID7626824,EHT,66,126,6.950922437,110
GID7626826,EHT,69,125,5.979372463,100
GID7626864,EHT,67,122,6.322012943,96
GID7626865,EHT,66,122,6.759329477,100
GID7626876,EHT,74,130,6.184550597,103
GID7626877,EHT,79,132,7.143775877,100
GID7626881,EHT,67,121,6.16536329,107
GID7626892,EHT,80,134,6.278246277,105
GID7626893,EHT,69,123,6.802255823,105
GID7626952,EHT,65,120,6.098067663,97
GID7626971,EHT,71,126,5.720904037,100
GID7626976,EHT,74,129,5.501230383,105
GID7627005,EHT,70,123,6.920040677,105
GID7627041,EHT,69,123,5.88511657,95
GID7627048,EHT,72,131,5.41663817,98
GID7627062,EHT,69,129,6.270473317,95
GID7627064,EHT,63,119,5.612943188,95
GID7627065,EHT,62,118,5.687101428,97
GID7627074,EHT,86,139,5.135851508,90
GID7627125,EHT,72,126,6.045778015,93
GID7627127,EHT,79,135,4.283556948,100
GID7627129,EHT,78,132,5.010783882,102
GID7627134,EHT,77,132,5.522468735,95
GID7627138,EHT,86,138,3.780485375,105
GID7627139,EHT,86,139,4.212689962,107
GID7627147,EHT,83,129,6.323153642,95
GID7627153,EHT,80,130,6.011254868,100
GID7627159,EHT,73,139,6.951082762,110
GID7627160,EHT,83,141,5.357205802,93
GID7627188,EHT,62,118,5.096706602,100
GID7627201,EHT,68,119,6.074208842,105
GID7627209,EHT,66,117,5.738080842,107
GID7627210,EHT,63,118,5.775265002,105
GID7627220,EHT,73,133,6.651438655,107
GID7627233,EHT,68,121,6.204668522,100
GID7627238,EHT,81,137,5.982806028,100
GID7627240,EHT,70,126,6.445052055,106
GID7627251,EHT,70,126,6.056684161,105
GID7627256,EHT,72,130,6.906177655,105
GID7627261,EHT,70,123,5.680080748,100
GID7627297,EHT,83,133,4.510775468,105
GID7627313,EHT,71,128,6.154371361,106
GID7627315,EHT,62,118,5.326025921,100
GID7627323,EHT,77,133,5.813621601,103
GID7627324,EHT,78,130,6.239243681,105
GID7627341,EHT,66,123,6.671168161,95
GID7627350,EHT,71,125,5.530223681,105
GID7627359,EHT,73,127,5.412088695,97
GID7627366,EHT,74,124,5.289962188,103
GID7627395,EHT,78,132,5.940720001,97
GID7627400,EHT,79,133,6.212843628,103
GID7627402,EHT,80,132,6.282450135,95
GID7627407,EHT,71,124,5.703259575,105
GID7627412,EHT,72,130,6.054023148,100
GID7627422,EHT,71,128,6.745536481,95
GID7627423,EHT,67,123,6.454295575,105
GID7627428,EHT,73,138,7.300147681,100
GID7627430,EHT,77,133,7.018850561,98
GID7627433,EHT,66,127,6.610805175,93
GID7627435,EHT,66,126,6.626430334,93
GID7627436,EHT,68,125,6.5578042,96
GID7627438,EHT,71,127,6.826846654,95
GID7627439,EHT,71,126,6.910388467,98
GID7627440,EHT,65,125,6.244224787,92
GID7627441,EHT,74,130,7.356248254,96
GID7627446,EHT,69,126,6.243174387,93
GID7627458,EHT,71,127,6.004803614,104
GID7627494,EHT,71,127,6.091496627,93
GID7627532,EHT,71,123,6.68049092,103
GID7627533,EHT,76,127,7.333979774,102
GID7627534,EHT,80,131,7.52480244,103
GID7627536,EHT,65,121,6.496836922,95
GID7627538,EHT,70,129,7.343669402,100
GID7627541,EHT,79,129,7.386175588,100
GID7627556,EHT,70,124,6.549496975,108
GID7627560,EHT,87,137,6.803553722,106
GID7627562,EHT,67,121,6.451039482,100
GID7627563,EHT,81,128,6.493685722,100
GID7627584,EHT,82,139,5.498676815,100
GID7627585,EHT,99,140,5.330192655,97
GID7627596,EHT,81,138,6.699704175,96
GID7627602,EHT,98,138,5.523956442,105
GID7627605,EHT,61,118,5.470736175,90
GID7627624,EHT,85,136,6.323310842,105
GID7627645,EHT,94,138,5.924088815,98
GID7627648,EHT,81,130,5.644052175,107
GID7627652,EHT,73,135,6.298241295,100
GID7627655,EHT,79,129,6.230525508,103
GID7627659,EHT,88,136,5.899439428,100
GID7627661,EHT,65,120,5.622063802,105
GID7627677,EHT,85,136,6.097684922,103
GID7627678,EHT,71,125,6.846970255,100
GID7627691,EHT,71,125,6.931632495,103
GID7627695,EHT,72,125,6.669522682,100
GID7627696,EHT,73,126,7.414886522,100
GID7627698,EHT,76,130,5.790407908,105
GID7627699,EHT,71,125,6.952010255,100
GID7627718,EHT,70,126,6.645433508,96
GID7627721,EHT,74,130,6.989949923,102
GID7627728,EHT,67,121,5.17597915,100
GID7627730,EHT,68,124,6.063637176,105
GID7627739,EHT,65,120,5.82113483,96
GID7627757,EHT,70,125,6.439470296,100
GID7627768,EHT,68,121,5.76756443,100
GID7627769,EHT,67,123,6.06881915,88
GID7627773,EHT,74,130,6.27889915,95
GID7627774,EHT,70,123,6.863831896,95
GID7627777,EHT,73,123,6.65725323,100
GID7627794,EHT,75,126,6.75494043,97
GID7627795,EHT,90,134,6.35999003,105
GID7627796,EHT,79,131,6.85304779,105
GID7627825,EHT,63,119,5.850896163,95
GID7627834,EHT,73,131,5.83436987,105
GID7627893,EHT,70,124,6.32469659,100
GID7627894,EHT,80,131,6.187584376,100
GID7627899,EHT,65,118,5.301957123,103
GID7627900,EHT,84,134,5.174438563,100
GID7627901,EHT,70,122,5.054903043,105
GID7627913,EHT,75,129,6.820415363,103
GID7627914,EHT,61,118,5.905657016,100
GID7627915,EHT,67,120,6.334430296,111
GID7627930,EHT,70,125,5.607553496,105
GID7627997,EHT,74,127,6.184083043,107
GID7627998,EHT,75,129,6.68708459,100
GID7627999,EHT,80,133,5.729622056,105
GID7628001,EHT,73,127,6.312173896,108
GID7628008,EHT,68,118,6.351038696,95
GID7628010,EHT,72,124,6.385701896,98
GID7628040,EHT,82,136,5.682774216,100
GID7628051,EHT,77,129,6.516021522,105
GID7628065,EHT,75,134,6.934150749,90
GID7628071,EHT,75,129,6.805791869,103
GID7628072,EHT,75,127,6.472464936,110
GID7628074,EHT,74,128,7.031627869,103
GID7628080,EHT,72,125,6.927218109,107
GID7628084,EHT,70,124,6.654954429,105
GID7628122,EHT,71,121,5.535508136,106
GID7628142,EHT,89,138,5.883470642,95
GID7628145,EHT,86,134,5.773388722,95
GID7628147,EHT,93,136,5.991801896,103
GID7628158,EHT,82,133,6.281852349,103
GID7628180,EHT,69,123,6.163297202,100
GID7628193,EHT,79,136,6.013141696,105
GID7628201,EHT,75,135,6.698282603,100
GID7628212,EHT,67,125,6.23680687,98
GID7628213,EHT,71,129,6.590091403,95
GID7628218,EHT,73,129,6.074975243,100
GID7628220,EHT,59,120,5.607057056,95
GID7628222,EHT,65,123,5.524495616,95
GID7628250,EHT,91,138,5.365955243,105
GID7628253,EHT,79,133,5.05930847,106
GID7628425,EHT,77,133,7.333116591,100
GID7628434,EHT,80,135,7.190822404,96
GID7628439,EHT,81,138,5.047236111,100
GID7628442,EHT,82,137,6.211569497,101
GID7628467,EHT,66,122,6.128585934,95
GID7628468,EHT,75,131,6.942155747,100
GID7628473,EHT,78,131,7.150275,105
GID7628477,EHT,72,129,7.071214894,101
GID7628492,EHT,71,126,7.11204044,91
GID7628540,EHT,54,120,4.769788494,85
GID7628581,EHT,77,130,6.85448236,95
GID7628586,EHT,69,124,6.512612174,104
GID7628588,EHT,73,126,5.851700494,97
GID7628590,EHT,69,122,6.227323534,93
GID7628593,EHT,60,118,5.633217294,85
GID7628597,EHT,71,124,6.486912387,94
GID7628598,EHT,69,122,6.164299534,95
GID7628632,EHT,100,143,5.95197868,95
GID7628658,EHT,75,132,6.784385667,94
GID7628680,EHT,69,128,6.789917774,90
GID7628703,EHT,77,131,6.027769994,97
GID7628704,EHT,74,128,6.1656525,90
GID7628724,EHT,75,131,6.73055762,90
GID7628728,EHT,76,130,7.071587487,95
GID7628745,EHT,76,131,6.920399914,96
GID7628764,EHT,71,128,6.032601834,95
GID7628772,EHT,78,128,6.634411007,90
GID7628787,EHT,61,124,5.513003967,90
