Line,Env,Daysto50Flower,DaystoMaturity,AvePlantHeight,Biomass,PlantStand
ICCV07101,2,65,150.5,56.35,292.5,80
ICCV07102,2,63.5,148.5,60,357.5,80
ICCV07103,2,74,147.5,59.35,370,90
ICCV07104,2,63.5,155.5,62.65,320,100
ICCV07105,2,65.5,154,58.65,345,100
ICCV07106,2,64.5,152,53.5,330,60
ICCV07107,2,78,153.5,54.3,255,100
ICCV07108,2,65.5,155,60,312.5,90
ICCV07109,2,68,155.5,52.8,275,70
ICCV07110,2,67.5,158.5,49.5,245,40
ICCV07111,2,66.5,158,58.8,420,70
ICCV07112,2,69.5,152.5,66,367.5,80
ICCV07113,2,74.5,148.5,62.3,415,100
ICCV07114,2,83.5,154.5,59.8,367.5,80
ICCV07115,2,78,153.5,54.85,377.5,100
ICCV07116,2,67,157.5,53.15,342.5,100
ICCV07117,2,67.5,151.5,60,400,100
ICCV07118,2,63,152.5,56.5,292.5,80
ICCV07301,2,61.5,154,56.2,355,100
ICCV07302,2,86,156,52.15,147.5,100
ICCV07303,2,91.5,155.5,64.35,252.5,100
ICCV07304,2,86,151,71.65,355,65
ICCV07305,2,86.5,153.5,74.35,190,100
ICCV07306,2,75.5,152,60,367.5,100
ICCV07307,2,78,152.5,60.35,300,90
ICCV07308,2,46,147.5,60,265,37.5
ICCV07309,2,46,153,58,220,100
ICCV07310,2,55.5,147,60,415,95
ICCV07311,2,44.5,153.5,55.35,201.5,80
ICCV07312,2,79.5,156,71.65,432.5,95
ICCV07313,2,58.5,154,56.3,270,100
ICCV08101,2,68,149.5,72.5,347.5,90
ICCV08102,2,61.5,152,66,282.5,100
ICCV08103,2,67,159,63.85,210,100
ICCV08104,2,65,150.5,61.35,240,100
ICCV08105,2,68,149.5,56.15,202.5,100
ICCV08106,2,77.5,149.5,58.5,240,100
ICCV08107,2,66,156.5,56.15,220,90
ICCV08109,2,67,151,74.5,290,100
ICCV08110,2,67,153.5,57.65,237.5,100
ICCV08111,2,77.5,154.5,56,242.5,100
ICCV08301,2,46.5,155.5,58.85,345,95
ICCV08302,2,53.5,151.5,54.5,295,87.5
ICCV08303,2,55,153.5,54.35,395,85
ICCV08304,2,66.5,155.5,54.35,290,85
ICCV08305,2,51.5,156.5,55.5,305,100
ICCV08306,2,63.5,157,55.5,263.75,100
ICCV08307,2,69.5,147.5,57.5,250,95
ICCV08308,2,52,156,63.85,372.5,80
ICCV08309,2,42.5,156,57.35,335,95
ICCV08310,2,62.5,152,57.65,307.5,95
ICCV08311,2,51.5,152,55.15,332.5,100
ICCV08312,2,51.5,158,62.85,322.5,100
ICCV08313,2,51.5,158,58.5,227.5,85
ICCV08314,2,70.5,156,53.85,275,95
ICCV09101,2,69,157,59.15,240,100
ICCV09102,2,85,158.5,53.85,200,100
ICCV09103,2,92.5,158,54.5,175,100
ICCV09104,2,83,151.5,65.85,252.5,100
ICCV09105,2,82,148.5,69.15,202.5,100
ICCV09106,2,95,154.5,68.15,222.5,100
ICCV09107,2,81,154.5,65.85,197.5,100
ICCV09108,2,94,157.5,64.65,180,100
ICCV09109,2,85,151,55.2,192.5,100
ICCV09110,2,83,153,61.5,277.5,100
ICCV09111,2,78,150.5,55.2,207.5,100
ICCV09112,2,78.5,151.5,51,215,100
ICCV09113,2,78,158.5,50.35,232.5,100
ICCV09114,2,79.5,157.5,56.5,262.5,100
ICCV09115,2,73,156.5,53.35,230,100
ICCV09116,2,74.5,156.5,56.5,215,100
ICCV09117,2,79,150.5,56.5,312.5,100
ICCV09118,2,76.5,153.5,52.8,247.5,100
ICCV09301,2,62.5,156,56.85,245,100
ICCV09302,2,51.5,157.5,60.5,310,100
ICCV09303,2,74,146,53.5,292.75,77.5
ICCV09304,2,66,155,58.15,275,65
ICCV09305,2,63.5,156,47.85,312.5,95
ICCV09306,2,65.5,152,52.15,327.5,100
ICCV09307,2,64,150,47.15,312.5,85
ICCV09308,2,52,154,58.8,465,80
ICCV09309,2,53,156,54.8,372.5,90
ICCV09310,2,61.5,157,59.2,317.5,95
ICCV09311,2,51.5,156,43.5,332.5,85
ICCV09312,2,54.5,155.5,49.2,312.5,95
ICCV09313,2,44.5,157.5,57.2,340,90
ICCV09314,2,52.5,157.5,49.2,280,100
ICCV09315,2,53,156,56.2,287.5,85
ICCV09316,2,47,154,52.2,270,85
ICCV09317,2,55,155.5,48.8,177.5,75
ICCV09318,2,44,156.5,44.2,182.5,100
ICCV10,2,78,155.5,59.85,322.5,100
ICCV10101,2,77.5,152,59.5,242.5,100
ICCV10102,2,80,155.5,61.5,272.5,100
ICCV10103,2,96,158.5,55.65,322.5,70
ICCV10104,2,83,160,50.35,232.5,80
ICCV10105,2,83.5,159,53.5,222.5,80
ICCV10106,2,85.5,152.5,56.85,247.5,70
ICCV10107,2,80.5,159,58.5,277.5,100
ICCV10108,2,77,158.5,62.35,222.5,100
ICCV10109,2,81,157.5,61.85,217.5,100
ICCV10110,2,81,157.5,60.65,242.5,100
ICCV10111,2,80.5,156,61.7,232.5,90
ICCV10112,2,82.5,155,60.3,317.5,100
ICCV10113,2,77,158,60.5,212.5,100
ICCV10114,2,68.5,158.5,54.15,255,100
ICCV10115,2,93.5,158,57,230,100
ICCV10116,2,82,155,57.8,190,100
ICCV10117,2,78.5,159,58.15,295,100
ICCV10118,2,76.5,156,57.5,320,100
ICCV10301,2,52,158.5,50.5,210,85
ICCV10302,2,53,158,59.2,247.5,85
ICCV10303,2,60.5,156.5,41.5,210,100
ICCV10304,2,52.5,154,63.8,220,85
ICCV10305,2,52.5,154,42.8,252.5,95
ICCV10306,2,51.5,155,57.2,250,65
ICCV10307,2,46.5,147.5,50.5,177.5,100
ICCV10308,2,44.5,154,52.2,307.5,90
ICCV10309,2,45,155.5,58.8,235,60
ICCV10310,2,54.5,156,63.8,197.5,60
ICCV10311,2,51.5,148,60.2,240,65
ICCV10312,2,54.5,149.5,62.2,275,85
ICCV10313,2,46,146.5,48.8,247.5,90
ICCV10314,2,70.5,149,55.85,172.5,60
ICCV10315,2,63.5,154,57.35,280,60
ICCV10316,2,63,157.5,57.7,305,100
ICCV10317,2,64.5,156,57.8,215,90
ICCV10318,2,52,156.5,57.35,287.5,100
ICCV2,2,42.5,158.5,55,247.5,100
ICCV88202,2,80,148,52.3,377.5,90
ICCV89509,2,92.5,157.5,63.85,620,80
ICCV91302,2,95.5,151.5,63.85,395,80
ICCV92311,2,52.5,152.5,59.85,285,95
ICCV92337,2,51.5,154.5,58,257.5,100
ICCV92944,2,74.5,148.5,53,377.5,90
ICCV93122,2,87,151.5,61,360,80
ICCV95138,2,78.5,147.5,60,292.5,100
ICCV95332,2,54,147.5,59.5,330,95
ICCV95334,2,65,151,61.15,235,85
ICCV95423,2,85,148.5,55.85,297.5,80
ICCV96321,2,51,152.5,64.8,237.5,85
ICCV96323,2,52.5,154.5,57.85,255,95
ICCV96325,2,51.5,155,45.85,352.5,80
ICCV96329,2,51,156.5,70.85,232.5,100
ICCV96331,2,44,156.5,51.5,365,70
ICCV97016,2,77.5,156.5,58.2,360,100
ICCV97022,2,79,160,60,400,90
ICCV97024,2,80,156.5,62.2,372.5,90
ICCV97033,2,78,154,53.85,330,100
ICCV97103,2,80,150,52.35,340,95
ICCV97106,2,78,152,58.8,425,90
ICCV97107,2,80,152,58.15,447.5,85
ICCV97108,2,72.5,149,57.5,430,80
ICCV97109,2,89.5,151,50.7,490,70
ICCV97110,2,76,152,57.7,520,80
ICCV97114,2,81.5,152.5,52,437.5,70
ICCV97115,2,75.5,151.5,50.5,367.5,90
ICCV97117,2,79.5,152.5,52.65,352.5,90
ICCV97119,2,77,151,52.35,365,100
ICCV97125,2,90,157.5,59.35,445,100
ICCV97126,2,89.5,149.5,58.85,492.5,90
ICCV97127,2,95.5,156.5,56.85,590,80
ICCV97301,2,101,155.5,51.15,272.5,95
ICCV97302,2,52,156.5,69,300,95
ICCV97306,2,52.5,157,53,330,85
ICCV97308,2,54,155.5,52.35,250,95
ICCV97309,2,54,157.5,53.35,287.5,85
ICCV97314,2,52.5,152,63.65,340,80
ICCV97402,2,66.5,154.5,66.35,315,95
ICCV97404,2,75,149,65.65,375,85
JG11,2,68.5,158,57.8,252.5,100
ICCC37,4,40.66666667,97,51.33333333,240.6666667,10
ICCC42,4,47.33333333,97.66666667,47.66666667,353.3333333,17.33333333
ICCV00101,4,42.66666667,96.66666667,48,206.6666667,10.66666667
ICCV00102,4,42.33333333,97,51,248,9.666666667
ICCV00103,4,42.66666667,97.66666667,46.66666667,248.3333333,12.33333333
ICCV00105,4,39,97.33333333,48.66666667,276.6666667,11.33333333
ICCV00106,4,40.66666667,96.66666667,40.66666667,218,8.666666667
ICCV00107,4,42,96.66666667,41.66666667,266.3333333,10.66666667
ICCV00108,4,45.66666667,96,49.33333333,313,12
ICCV00109,4,42,96.66666667,51.33333333,304,9.666666667
ICCV00110,4,43,97.33333333,43,281.6666667,10
ICCV00201,4,54.66666667,97,45.33333333,207,10.33333333
ICCV00202,4,31,86.66666667,35.66666667,163,12.66666667
ICCV00301,4,38,90.33333333,45,222.6666667,12.33333333
ICCV00302,4,38,91,49,221,11
ICCV00303,4,39,90.33333333,49.33333333,181.3333333,12
ICCV00304,4,36.66666667,95.33333333,55.66666667,241.3333333,11.33333333
ICCV00305,4,40,92.33333333,54,253.3333333,10
ICCV00401,4,45.33333333,93.33333333,56.66666667,263,11.33333333
ICCV00402,4,48.33333333,91.66666667,51,249.3333333,11
ICCV01101,4,57.66666667,100,54.33333333,279.3333333,9.666666667
ICCV01102,4,42,97.66666667,60,240,9
ICCV01103,4,50.66666667,97,63.66666667,317,11
ICCV01104,4,53.33333333,96.66666667,58.66666667,272.6666667,11
ICCV01301,4,42,89,57.66666667,204.6666667,8.666666667
ICCV01302,4,38.66666667,86,56,213.3333333,11
ICCV01303,4,37.33333333,85.33333333,46.33333333,211.6666667,9
ICCV01304,4,40.33333333,85.33333333,56,165,12.33333333
ICCV01305,4,37.33333333,85.66666667,53.66666667,154.3333333,9.333333333
ICCV01306,4,39.66666667,91,55.66666667,256,11
ICCV01307,4,39.33333333,87.66666667,59.33333333,218,12.33333333
ICCV01308,4,42.33333333,93.33333333,52.66666667,234.6666667,9.666666667
ICCV01309,4,40,92.66666667,51.66666667,229.6666667,9.666666667
ICCV01310,4,41.66666667,91,51.66666667,229.3333333,10.66666667
ICCV01311,4,42,91.66666667,58.66666667,246.6666667,10.33333333
ICCV03101,4,39.66666667,95.66666667,45.66666667,246.6666667,10.66666667
ICCV03102,4,54.66666667,95.66666667,53.66666667,252,8.666666667
ICCV03103,4,47.66666667,95,50,258.6666667,10
ICCV03104,4,51,99.33333333,60,300,10.33333333
ICCV03105,4,53.33333333,98.66666667,63.33333333,251.3333333,10
ICCV03106,4,41.33333333,97.66666667,62.66666667,307.6666667,10.66666667
ICCV03107,4,45,96,56.33333333,235.3333333,11.66666667
ICCV03108,4,55,101.6666667,67.66666667,302.6666667,10
ICCV03109,4,39,95.33333333,48,286.3333333,11.66666667
ICCV03110,4,39.33333333,94.33333333,48,290,12.66666667
ICCV03111,4,40.33333333,96.66666667,49.33333333,194.3333333,11
ICCV03112,4,51.66666667,100.6666667,63,307.3333333,12
ICCV03201,4,54,98.33333333,64.66666667,333.3333333,12
ICCV03202,4,46.33333333,95.33333333,47,275.6666667,12
ICCV03203,4,50.33333333,95.66666667,52,263.3333333,12.66666667
ICCV03204,4,49.66666667,98.33333333,60,258.3333333,11
ICCV03205,4,53.33333333,97,63,277.3333333,13.33333333
ICCV03206,4,55.33333333,98,50,229,9.666666667
ICCV03207,4,52.66666667,96.33333333,41.66666667,274.3333333,14.66666667
ICCV03208,4,48.33333333,97,48.66666667,218,11
ICCV03209,4,51,96.33333333,49.33333333,244,11.33333333
ICCV03210,4,54.33333333,97.66666667,49,278.6666667,10.33333333
ICCV03211,4,50.33333333,97,51,331.6666667,12.33333333
ICCV03212,4,52.66666667,98.66666667,44.33333333,190.3333333,8
ICCV03213,4,53,98,45,249.6666667,11.66666667
ICCV03214,4,49.66666667,96.66666667,48.66666667,236,13.33333333
ICCV03301,4,39.33333333,88,48.66666667,197.3333333,12.33333333
ICCV03302,4,39,91.33333333,54.66666667,178.3333333,10.33333333
ICCV03303,4,38.33333333,86.33333333,51.66666667,247.3333333,12
ICCV03304,4,39,87,44.66666667,182.6666667,9
ICCV03305,4,36.33333333,92,48,167.3333333,11
ICCV03306,4,38,84,53,221.6666667,10.66666667
ICCV03307,4,35.66666667,91.66666667,49.66666667,194.6666667,9.666666667
ICCV03308,4,37,88.33333333,50,198.6666667,10.66666667
ICCV03309,4,38,94.33333333,58.66666667,197.3333333,10.33333333
ICCV03310,4,39.33333333,91.66666667,45.66666667,210.3333333,9.666666667
ICCV03311,4,40,90.33333333,53,249.3333333,9
ICCV03401,4,44.33333333,94.66666667,56.33333333,218.6666667,9.333333333
ICCV03402,4,42.33333333,91.66666667,57.66666667,273,10.66666667
ICCV03403,4,47.33333333,95.66666667,56.33333333,189.3333333,10.66666667
ICCV03404,4,43.66666667,97,56.66666667,267,11.33333333
ICCV03405,4,40.66666667,90,52,141,11
ICCV03406,4,39.66666667,87.33333333,54.33333333,270,9.666666667
ICCV03407,4,39,92.66666667,54.66666667,211,10.33333333
ICCV03408,4,40.66666667,97,56,206.3333333,11
ICCV03409,4,38.33333333,91.66666667,53,220,9.333333333
ICCV03410,4,40.33333333,89,48.33333333,224,12.33333333
ICCV04101,4,31.33333333,83.66666667,34.33333333,133,11
ICCV04102,4,31.66666667,90.66666667,44.66666667,173.6666667,9.666666667
ICCV04103,4,45.33333333,101,63,261,11
ICCV04104,4,54,98.33333333,61.33333333,351,9.666666667
ICCV04105,4,38.66666667,94.33333333,49,228.6666667,9
ICCV04106,4,42,96.33333333,43,239.3333333,10.66666667
ICCV04107,4,39,96,53,304.3333333,9.333333333
ICCV04108,4,40.33333333,96.33333333,46,230.6666667,12
ICCV04109,4,41,97,45.66666667,256.6666667,9.666666667
ICCV04110,4,42,97,45.66666667,272.3333333,9.666666667
ICCV04111,4,53,98.33333333,50.66666667,290.6666667,9
ICCV04301,4,39.66666667,95.66666667,54.33333333,221,10.33333333
ICCV04302,4,42,95,60,227,10
ICCV04303,4,42.66666667,91.66666667,61.33333333,198.6666667,10.33333333
ICCV04304,4,44.33333333,96.66666667,61.66666667,309.3333333,11.33333333
ICCV04305,4,44,94,54.66666667,249,11
ICCV04306,4,42,93.66666667,60,236,12.66666667
ICCV04307,4,44,95.66666667,58.66666667,295,11.66666667
ICCV04308,4,41,92,58.66666667,253,10.33333333
ICCV04309,4,50,95,61,244.6666667,9.333333333
ICCV04310,4,39.66666667,89.66666667,52.33333333,242.3333333,10.33333333
ICCV04311,4,34,87.33333333,47.33333333,227,7.666666667
ICCV04312,4,42.66666667,91.33333333,59,214,11.33333333
ICCV05102,4,52,96.66666667,50.33333333,243.3333333,13
ICCV05103,4,47,96.33333333,65.66666667,236.3333333,9.333333333
ICCV05105,4,39.66666667,97.66666667,52,283,11
ICCV05106,4,38.33333333,99,47,240,10.33333333
ICCV05107,4,38.33333333,96.33333333,54.66666667,293.3333333,10
ICCV05109,4,45,95,52.66666667,241.3333333,10.66666667
ICCV05110,4,43.33333333,97,48.66666667,181,9.333333333
ICCV05112,4,38.66666667,97,47.33333333,298.6666667,10.66666667
ICCV05113,4,48.33333333,97.33333333,69.66666667,279.6666667,12.66666667
ICCV05114,4,41.66666667,96.66666667,44.33333333,278,11.66666667
ICCV05115,4,41,97,45,213.6666667,12
ICCV05116,4,41,96.33333333,44.33333333,250.6666667,9.666666667
ICCV05301,4,45.33333333,101.3333333,61,210.3333333,10.33333333
ICCV05303,4,41.33333333,88.66666667,49,232.3333333,11.33333333
ICCV05306,4,39.66666667,92,52.33333333,223.3333333,8.666666667
ICCV05307,4,39.66666667,88.66666667,50.66666667,201.6666667,8.666666667
ICCV05308,4,40.33333333,92,46.66666667,211,11.66666667
ICCV05309,4,37.33333333,86,44.33333333,184,10.66666667
ICCV05310,4,35.66666667,86.66666667,44.33333333,194.3333333,11.33333333
ICCV05311,4,36,89.66666667,48.33333333,253.6666667,8.666666667
ICCV05312,4,38.33333333,93.33333333,47,242.3333333,12.33333333
ICCV05313,4,38,85.66666667,45.66666667,237.3333333,10.66666667
ICCV05314,4,37.66666667,86,43.66666667,180.3333333,8
ICCV05315,4,44,91,54.33333333,221,8.666666667
ICCV06101,4,41.66666667,95.33333333,52,240,9.666666667
ICCV06102,4,39.33333333,97,48,244.6666667,10.66666667
ICCV06103,4,39,96.66666667,47.33333333,265.3333333,10.66666667
ICCV06104,4,45,97,43.66666667,237.6666667,11.33333333
ICCV06105,4,39,96,54.66666667,281.6666667,11.33333333
ICCV06106,4,45,97.66666667,47.66666667,280.3333333,10
ICCV06107,4,37.66666667,98.66666667,53,211.6666667,11.33333333
ICCV06108,4,39.33333333,98,52,280.6666667,11
ICCV06109,4,34.66666667,91,57,183,9.666666667
ICCV06301,4,37.33333333,84.33333333,46.66666667,220.3333333,12
ICCV06303,4,39.33333333,87,51.66666667,249.3333333,15
ICCV06304,4,41.33333333,96.33333333,53,216.6666667,9.333333333
ICCV06305,4,37.66666667,91.66666667,49,268,11.33333333
ICCV06306,4,41,89,49.66666667,192.3333333,9.333333333
ICCV06307,4,35,89.66666667,45.66666667,214.3333333,10.66666667
ICCV07101,4,52,99,47.66666667,273,9.666666667
ICCV07102,4,46,96,57,298.6666667,9.666666667
ICCV07103,4,51,95,54,307.3333333,10.66666667
ICCV07104,4,49,97.66666667,55,263.6666667,12
ICCV07105,4,48.33333333,97,56.66666667,286,11.66666667
ICCV07106,4,49.66666667,98,49,238.3333333,9
ICCV07107,4,39.33333333,97,51,190.3333333,10
ICCV07108,4,42.33333333,96.33333333,48.33333333,257.3333333,8.666666667
ICCV07109,4,48.33333333,95,44.33333333,240.3333333,10.66666667
ICCV07110,4,41,96.33333333,54,282.6666667,10.33333333
ICCV07111,4,45,97,54,213.3333333,10
ICCV07112,4,48.66666667,98,58.33333333,256,10.66666667
ICCV07113,4,53,97.66666667,57.66666667,257.6666667,10
ICCV07114,4,52.66666667,97,56.33333333,276.6666667,10.66666667
ICCV07115,4,45,97,50.33333333,211.3333333,10.66666667
ICCV07116,4,45.33333333,97.66666667,44,267.6666667,9.666666667
ICCV07117,4,44.33333333,93.66666667,46.66666667,287,11.33333333
ICCV07118,4,37.66666667,96.66666667,47.33333333,268.3333333,11.66666667
ICCV07301,4,36.66666667,90.66666667,58,217,8.333333333
ICCV07302,4,36.66666667,88,49.66666667,226.3333333,16
ICCV07303,4,36,89.33333333,52,202.6666667,8.666666667
ICCV07304,4,36.66666667,89.33333333,48,259.3333333,10.33333333
ICCV07305,4,40,96.66666667,64,156,8.666666667
ICCV07306,4,40.33333333,88.33333333,52,254,11
ICCV07307,4,39.33333333,87.33333333,48.33333333,217.3333333,9.333333333
ICCV07308,4,33.66666667,84.33333333,45,164,9.666666667
ICCV07309,4,39,88.66666667,49.33333333,155.3333333,10.33333333
ICCV07310,4,48,95,52,206.3333333,9.666666667
ICCV07311,4,35,89.33333333,54.33333333,195.6666667,8.333333333
ICCV07312,4,45.66666667,95.33333333,62.66666667,215.3333333,11.33333333
ICCV07313,4,41,89,53,200,9
ICCV08101,4,46.33333333,97.66666667,57.33333333,206.6666667,10.66666667
ICCV08102,4,48.33333333,98.66666667,58.66666667,270.6666667,10
ICCV08103,4,42.66666667,95.66666667,52.33333333,225.6666667,10
ICCV08104,4,44,96.66666667,43.66666667,226.3333333,10
ICCV08105,4,44.33333333,96.66666667,49.66666667,249.3333333,12
ICCV08106,4,43,97,49.66666667,231,12.66666667
ICCV08107,4,41.33333333,96.66666667,48.66666667,246,11.33333333
ICCV08109,4,46.33333333,98,57.33333333,255.6666667,10.33333333
ICCV08110,4,39,97,50,266.3333333,9.666666667
ICCV08111,4,42.33333333,97,54.33333333,214.3333333,8.666666667
ICCV08301,4,38.33333333,94.33333333,51.66666667,215.6666667,10.66666667
ICCV08302,4,40,94.33333333,57.33333333,216,9.666666667
ICCV08303,4,39.66666667,91.66666667,49,226,10.66666667
ICCV08304,4,37,88,49,270.6666667,11.33333333
ICCV08305,4,39.33333333,87.66666667,50.66666667,166,11
ICCV08306,4,41.66666667,93,57.33333333,194.3333333,12.33333333
ICCV08307,4,39,88,51.33333333,238.6666667,8.333333333
ICCV08308,4,37.33333333,91.33333333,48.33333333,182.3333333,8.666666667
ICCV08309,4,35.33333333,92,48.66666667,231.6666667,12
ICCV08310,4,35.66666667,90.33333333,53.66666667,266.6666667,11.66666667
ICCV08311,4,39.33333333,88,50.66666667,220.6666667,12.33333333
ICCV08312,4,39.66666667,90.33333333,48.33333333,203.3333333,9
ICCV08313,4,39.66666667,87,48.66666667,195.6666667,9.333333333
ICCV08314,4,39,89.66666667,51.33333333,195.3333333,9.666666667
ICCV09101,4,54,97.66666667,44.66666667,267.6666667,11
ICCV09102,4,44.33333333,97,47.66666667,278,10.33333333
ICCV09103,4,39.33333333,97,46,224,9.666666667
ICCV09104,4,39,96.66666667,48.66666667,262.6666667,11
ICCV09105,4,41,96.33333333,49,282,11
ICCV09106,4,42.66666667,97,48.66666667,261.3333333,9.333333333
ICCV09107,4,39,96,51.66666667,307.3333333,12.66666667
ICCV09108,4,44.33333333,95.33333333,56.66666667,279.3333333,10.33333333
ICCV09109,4,51.33333333,97.66666667,56.66666667,282,10.66666667
ICCV09110,4,44.33333333,96.66666667,42,257.6666667,11.66666667
ICCV09111,4,40.33333333,96.66666667,51.66666667,228.3333333,9.666666667
ICCV09112,4,41.66666667,97.66666667,49,240.3333333,12.33333333
ICCV09113,4,36.33333333,95.66666667,45.33333333,194,10
ICCV09114,4,41.66666667,96,51.33333333,271.6666667,10.33333333
ICCV09115,4,40,96.33333333,51,217.6666667,11.66666667
ICCV09116,4,39.33333333,95.66666667,45.66666667,194.3333333,10.33333333
ICCV09117,4,40.33333333,96.66666667,47,236.6666667,11.66666667
ICCV09118,4,40.66666667,97,49,247.3333333,9.333333333
ICCV09301,4,40.33333333,90.33333333,53,247,9
ICCV09302,4,41.33333333,90.66666667,52.33333333,197,10
ICCV09303,4,39.33333333,96.66666667,53.66666667,140.6666667,8.666666667
ICCV09304,4,39.66666667,92.33333333,49,147.6666667,10
ICCV09305,4,41,91,51,212,8.666666667
ICCV09306,4,41,91.33333333,49,209.3333333,9
ICCV09307,4,32.33333333,89,43.33333333,208.6666667,9
ICCV09308,4,38.66666667,91.33333333,51.33333333,257,10
ICCV09309,4,39.66666667,88,46.33333333,176.6666667,10.33333333
ICCV09310,4,38.66666667,88.66666667,52,213.6666667,10
ICCV09311,4,41,91,47.66666667,189,8.666666667
ICCV09312,4,39.66666667,91.66666667,50,214.3333333,9
ICCV09313,4,40.66666667,90.66666667,50.66666667,222.3333333,11.66666667
ICCV09314,4,39.66666667,88.33333333,49.33333333,235.6666667,10
ICCV09315,4,40.33333333,91.33333333,53.33333333,207.6666667,10.66666667
ICCV09316,4,39.33333333,89,45.66666667,197.6666667,12.33333333
ICCV09317,4,39,91.66666667,56,251,10.33333333
ICCV09318,4,36.33333333,86.33333333,48.66666667,251.6666667,12.33333333
ICCV10,4,53.33333333,96.66666667,47,287,11.33333333
ICCV10101,4,40,96.33333333,46.66666667,291.3333333,11.33333333
ICCV10102,4,38.33333333,97.33333333,45.33333333,168.6666667,7.666666667
ICCV10103,4,39.66666667,95.66666667,51,250.6666667,10.66666667
ICCV10104,4,40.33333333,94.66666667,55.66666667,234.6666667,10.33333333
ICCV10105,4,40,97,51.66666667,277.3333333,12.66666667
ICCV10106,4,52.33333333,96.66666667,49,276,11.33333333
ICCV10107,4,40.66666667,97.66666667,54.66666667,243.3333333,12
ICCV10108,4,39.66666667,96.33333333,56,260.6666667,9
ICCV10109,4,38.33333333,95.66666667,53.66666667,275.3333333,13
ICCV10110,4,40,96,51,304.6666667,10.66666667
ICCV10111,4,39.33333333,97.66666667,52,275.3333333,13
ICCV10112,4,42,97,50,270.3333333,10.33333333
ICCV10113,4,39.66666667,95.66666667,47.33333333,256,13
ICCV10114,4,37.33333333,98,42.66666667,219,11.33333333
ICCV10115,4,39.66666667,97.33333333,49,251,10
ICCV10116,4,41,98,43.33333333,252.3333333,10
ICCV10117,4,40.66666667,96.66666667,46,239.3333333,11.66666667
ICCV10118,4,40,96.66666667,49.33333333,261.6666667,13
ICCV10301,4,39.33333333,88,46.66666667,206.6666667,12.33333333
ICCV10302,4,39.33333333,87,52,205.6666667,10
ICCV10303,4,35.66666667,95,53.33333333,203.6666667,9.333333333
ICCV10304,4,40.66666667,89,49.33333333,185.3333333,9.333333333
ICCV10305,4,41,89.66666667,52.33333333,226.6666667,14.33333333
ICCV10306,4,38.33333333,89.66666667,57,219.3333333,11.66666667
ICCV10307,4,38.66666667,91,53,226.6666667,9.333333333
ICCV10308,4,36.66666667,89.33333333,48,201.3333333,10.66666667
ICCV10309,4,33.33333333,90.33333333,52,215,9.666666667
ICCV10310,4,39.66666667,91.33333333,56.66666667,236.6666667,11
ICCV10311,4,40,90,51.66666667,193.3333333,10
ICCV10312,4,38.66666667,94.33333333,52.66666667,200.6666667,9
ICCV10313,4,43,93.66666667,55.66666667,202.3333333,11.66666667
ICCV10314,4,40.33333333,88,52.66666667,214.3333333,9.666666667
ICCV10315,4,40,89,50,190.6666667,8.666666667
ICCV10316,4,40,89,58.33333333,248.3333333,10
ICCV10317,4,41,90.66666667,56,207.3333333,10.33333333
ICCV10318,4,35.33333333,89.33333333,46.66666667,210.6666667,11.33333333
ICCV2,4,33.66666667,87.66666667,45.33333333,175.6666667,12.33333333
ICCV88202,4,44,94.33333333,52.33333333,154,9.333333333
ICCV89509,4,58.66666667,103.3333333,53,279.6666667,9.333333333
ICCV91302,4,53,99.66666667,51.66666667,220.6666667,9.333333333
ICCV92311,4,39.66666667,88.33333333,50,228.6666667,9
ICCV92337,4,39.33333333,90,53.33333333,207.6666667,10
ICCV92944,4,38,96,51.33333333,279,9.666666667
ICCV93122,4,53.33333333,99.33333333,46,284,11.33333333
ICCV95138,4,53.66666667,96.66666667,50.33333333,220,8.666666667
ICCV95332,4,39.33333333,89,51.66666667,260.3333333,11
ICCV95334,4,36.66666667,89.33333333,60.33333333,269.3333333,14
ICCV95423,4,53,96,52.33333333,278.3333333,11.33333333
ICCV96321,4,33.66666667,90.33333333,56,172.3333333,9.666666667
ICCV96323,4,40,91.33333333,54,222,9.333333333
ICCV96325,4,39,90.66666667,51.33333333,232.3333333,10
ICCV96329,4,33.33333333,91,58.33333333,239,11.66666667
ICCV96331,4,39.66666667,88.66666667,53.33333333,218.3333333,10.33333333
ICCV97016,4,48.33333333,97.66666667,51.66666667,218,10.66666667
ICCV97022,4,38.33333333,97.66666667,45,258.6666667,9.666666667
ICCV97024,4,40.33333333,96.66666667,45.66666667,195.3333333,11
ICCV97033,4,46.33333333,96.33333333,49,231,10.66666667
ICCV97103,4,57,97.66666667,49,260,10.33333333
ICCV97106,4,53.66666667,99.33333333,45.66666667,219.3333333,10.33333333
ICCV97107,4,46,97,45.66666667,271.6666667,10.33333333
ICCV97108,4,47.33333333,96.66666667,47.66666667,274,10.33333333
ICCV97109,4,54.66666667,97,50.33333333,255.3333333,13.66666667
ICCV97110,4,54,98.33333333,50.66666667,313.3333333,10.66666667
ICCV97114,4,55.33333333,96,47.66666667,275,11
ICCV97115,4,54.33333333,96.66666667,44.33333333,241.6666667,10.66666667
ICCV97117,4,55,97.66666667,47.66666667,270.3333333,12.33333333
ICCV97119,4,51.66666667,98.33333333,43,239.6666667,9.333333333
ICCV97125,4,53.33333333,98,46.33333333,300.3333333,9.666666667
ICCV97126,4,53.66666667,97,54.33333333,334.3333333,11.66666667
