Line,Env,Daysto50Flower,DaystoMaturity,AvePlantHeight,Biomass,PlantStand
ICCV05113,6,47.33333333,109,50,293,9.333333333
ICCV05114,6,44.33333333,100.6666667,49.33333333,260.6666667,12
ICCV05115,6,47.33333333,104,57.66666667,307,15.33333333
ICCV05116,6,47,104.6666667,58,298.3333333,13
ICCV05301,6,58.33333333,115,68,387,14
ICCV05303,6,58.66666667,114,67,406.3333333,10.66666667
ICCV05306,6,58.33333333,112,52.66666667,284.3333333,11.66666667
ICCV05307,6,52.33333333,109.3333333,45,329.3333333,15.33333333
ICCV05308,6,56,108.3333333,53,361.6666667,14.33333333
ICCV05309,6,53,104.3333333,49.66666667,384.6666667,11.66666667
ICCV05310,6,58.66666667,111.6666667,56,314.3333333,13
ICCV05311,6,54.33333333,111.3333333,53.33333333,371.6666667,11.66666667
ICCV05312,6,56.66666667,112,52.66666667,323,14
ICCV05313,6,58,113,48.33333333,361,14.66666667
ICCV05314,6,53.33333333,108,57.66666667,367,13
ICCV05315,6,48.66666667,104.6666667,51.66666667,331.3333333,10.66666667
ICCV06101,6,52,107.3333333,56.66666667,303,11.33333333
ICCV06102,6,45,102,48,352.3333333,9.666666667
ICCV06103,6,44,103.3333333,51.66666667,319.3333333,9.666666667
ICCV06104,6,47.33333333,104.3333333,48.33333333,242.3333333,12
ICCV06105,6,45,105,51,291.6666667,12
ICCV06106,6,51,107,51,317.6666667,13.66666667
ICCV06107,6,47.33333333,103,50.66666667,324,8
ICCV06108,6,43.33333333,103.6666667,55.33333333,284.3333333,10
ICCV06109,6,48,105,53.33333333,320,10.33333333
ICCV06301,6,49.66666667,105.6666667,65,373.6666667,11
ICCV06303,6,44,103.3333333,44,240.3333333,8
ICCV06304,6,47.66666667,106.6666667,60.66666667,374.6666667,12.66666667
ICCV06305,6,42,101,53,347,12
ICCV06306,6,50,107.3333333,63.33333333,304.3333333,11
ICCV06307,6,40.33333333,104.3333333,49.66666667,286.3333333,12
ICCV07101,6,43,106.3333333,50,332,10.66666667
ICCV07102,6,49.66666667,107.3333333,58,342.3333333,10.33333333
ICCV07103,6,44.66666667,106.6666667,47.66666667,321.3333333,12
ICCV07104,6,50,109,57,303.6666667,8.333333333
ICCV07105,6,46.66666667,105,53,369,12.33333333
ICCV07106,6,45.66666667,106.6666667,51.66666667,231.6666667,9
ICCV07107,6,47.66666667,106,51.66666667,288,10.33333333
ICCV07108,6,55,112.3333333,58,431.6666667,15.33333333
ICCV07109,6,50.33333333,111.3333333,49.66666667,303.6666667,10
ICCV07110,6,43,105.3333333,54,420.6666667,11.33333333
ICCV07111,6,48.66666667,112,52.33333333,371,10.66666667
ICCV07112,6,53,109.6666667,59,366.6666667,12.33333333
ICCV07113,6,47,103,47,280.6666667,12.66666667
ICCV07114,6,48.66666667,109,47.66666667,351.3333333,20.33333333
ICCV07115,6,42,110.6666667,57.33333333,346.6666667,11.66666667
ICCV07116,6,53,110.6666667,53.33333333,369.6666667,12
ICCV07117,6,52,109.3333333,53.66666667,311.3333333,9.666666667
ICCV07118,6,53.66666667,111.6666667,52.66666667,334.3333333,14
ICCV07301,6,42.66666667,108.6666667,60,325,8.666666667
ICCV07302,6,48.33333333,106.6666667,58,302.6666667,11.33333333
ICCV07303,6,47.66666667,106.3333333,52.33333333,347.6666667,10.66666667
ICCV07304,6,51,105.6666667,54.66666667,351,11
ICCV07305,6,49.66666667,106,57,413,15
ICCV07306,6,58.33333333,112,63,353.6666667,9
ICCV07307,6,53.66666667,110,55.33333333,363.6666667,11.33333333
ICCV07308,6,45.66666667,106.6666667,55.66666667,323.3333333,11.66666667
ICCV07309,6,41.66666667,106.3333333,51,237.3333333,9.666666667
ICCV07310,6,49,110,58.33333333,356,9.666666667
ICCV07311,6,47.66666667,105,59.66666667,368.6666667,10.66666667
ICCV07312,6,51,107.6666667,60.33333333,332.3333333,9
ICCV07313,6,43.33333333,104,52.33333333,389.3333333,13.33333333
ICCV08101,6,52.33333333,111.6666667,58.66666667,329.3333333,11.66666667
ICCV08102,6,47,112,48.33333333,353.6666667,11.66666667
ICCV08103,6,50,111.3333333,53.33333333,338.3333333,10.66666667
ICCV08104,6,38,109.6666667,53.33333333,382.3333333,17.66666667
ICCV08105,6,41.66666667,115.6666667,51.66666667,347.3333333,11.66666667
ICCV08106,6,50.66666667,111,52.33333333,345.3333333,14.66666667
ICCV08107,6,41,114.6666667,53,284.6666667,12
ICCV08109,6,47.33333333,106.6666667,56.33333333,392.3333333,10
ICCV08110,6,46,105.3333333,55.33333333,330,10
ICCV08111,6,49.33333333,105.6666667,51,286.3333333,10
ICCV08301,6,36,101.6666667,40.33333333,234.6666667,12
ICCV08302,6,35,101,42.33333333,270.3333333,11
ICCV08303,6,57.33333333,111.3333333,71,396.6666667,10
ICCV08304,6,58.33333333,113.6666667,63,368,13
ICCV08305,6,42.66666667,110.6666667,52.66666667,383,10.66666667
ICCV08306,6,45,110.3333333,53,403,9.333333333
ICCV08307,6,49.33333333,108.3333333,54,376.3333333,11.66666667
ICCV08308,6,50,111.3333333,54,386.3333333,11.33333333
ICCV08309,6,55,111,47,291.6666667,13
ICCV08310,6,43,112.3333333,51.33333333,400,12.33333333
ICCV08311,6,54.33333333,112.3333333,65.66666667,394.6666667,11.66666667
ICCV08312,6,54.33333333,109,63.33333333,358,7.666666667
ICCV08313,6,49.33333333,107.3333333,53.33333333,366.3333333,12
ICCV08314,6,48.33333333,107.3333333,62.66666667,426,11.66666667
ICCV09101,6,50.66666667,109.3333333,52.33333333,269,10
ICCV09102,6,51.66666667,103.3333333,56.66666667,329.6666667,12.33333333
ICCV09103,6,41.66666667,107.3333333,62.66666667,348.6666667,10
ICCV09104,6,45.33333333,103,48,256.3333333,12
ICCV09105,6,46.33333333,106.6666667,50,315.3333333,10
ICCV09106,6,47.33333333,107,55.66666667,340.6666667,10.33333333
ICCV09107,6,42.66666667,107.3333333,53.66666667,287,12.33333333
ICCV09108,6,46,107.6666667,52,296,10.33333333
ICCV09109,6,49,108.6666667,50,278.6666667,11.33333333
ICCV09110,6,49.66666667,106,57,285.6666667,11
ICCV09111,6,41.66666667,101.6666667,50.66666667,312,11.66666667
ICCV09112,6,49.66666667,110,53,235.6666667,10.66666667
ICCV09113,6,49.33333333,107.6666667,59.66666667,363,11
ICCV09114,6,49.66666667,103.6666667,59,303,11.66666667
ICCV09115,6,45.33333333,107.6666667,53,350.3333333,8
ICCV09116,6,41,102,50.33333333,297.3333333,12
ICCV09117,6,52,103,47,326.6666667,10.66666667
ICCV09118,6,74.33333333,119.3333333,62.33333333,253,11.33333333
ICCV09301,6,52,108,67,358.3333333,10.66666667
ICCV09302,6,53.66666667,111,58,419,12.66666667
ICCV09303,6,56.33333333,110.3333333,58.66666667,353.6666667,10.66666667
ICCV09304,6,52.33333333,111,60.33333333,320.3333333,10.33333333
ICCV09305,6,48.66666667,101.6666667,56,340,10.66666667
ICCV09306,6,59.33333333,109.6666667,65,328,9
ICCV09307,6,43.33333333,107,55,273,10
ICCV09308,6,42.33333333,103,55,386.3333333,13.66666667
ICCV09309,6,50.33333333,104.6666667,58.66666667,323.6666667,11
ICCV09310,6,57,107.3333333,51.66666667,372.6666667,12
ICCV09311,6,58,108.3333333,75.66666667,418.3333333,10.66666667
ICCV09312,6,35.66666667,111,54.33333333,328.3333333,11
ICCV09313,6,41.66666667,110.3333333,56.33333333,288.6666667,11
ICCV09314,6,52,112.6666667,56.33333333,353.3333333,12.66666667
ICCV09315,6,58,109.3333333,56.66666667,385,13
ICCV09316,6,54.33333333,103.3333333,57.33333333,346.3333333,11.66666667
ICCV09317,6,39.33333333,111,51,425.6666667,12
ICCV09318,6,58.33333333,110.6666667,78,348.3333333,12.66666667
ICCV10,6,61.33333333,114.3333333,63.33333333,414,13
ICCV10101,6,41,100,49.33333333,267.6666667,11
ICCV10102,6,47.33333333,107,54,337.6666667,11.33333333
ICCV10103,6,37.33333333,103.3333333,56.66666667,359.6666667,13
ICCV10104,6,55.33333333,112.3333333,53,323.3333333,10.66666667
ICCV10105,6,58.66666667,113,55,335.3333333,12.33333333
ICCV10106,6,45.66666667,100.6666667,56,360,10.66666667
ICCV10107,6,50.66666667,104,64.33333333,368.3333333,13.66666667
ICCV10108,6,51,100.3333333,66,327,13
ICCV10109,6,59.33333333,109.3333333,53.33333333,292.3333333,11.33333333
ICCV10110,6,43,106.6666667,54,254.3333333,11
ICCV10111,6,45.66666667,106.3333333,60.33333333,341.6666667,11
ICCV10112,6,50,100.3333333,50.66666667,318,11.66666667
ICCV10113,6,37.33333333,110,59,372,11
ICCV10114,6,47.33333333,105,54.66666667,383,12.33333333
ICCV10115,6,51.33333333,108.6666667,46.33333333,254.3333333,10.66666667
ICCV10116,6,53.33333333,110.6666667,53,376,11
ICCV10117,6,50.33333333,110.6666667,44.66666667,345.3333333,15
ICCV10118,6,51.33333333,112,48.66666667,324.3333333,13
ICCV10301,6,56.66666667,111.3333333,50.33333333,326.6666667,10.33333333
ICCV10302,6,53,112.6666667,49.66666667,334.3333333,14.66666667
ICCV10303,6,52.33333333,114,58,432,10.66666667
ICCV10304,6,53.33333333,110,62.33333333,400,12
ICCV10305,6,47.33333333,104.3333333,47.33333333,399.3333333,14
ICCV10306,6,50.33333333,106,49,330.6666667,9.666666667
ICCV10307,6,51.66666667,105.3333333,57.66666667,360.3333333,10.66666667
ICCV10308,6,49.33333333,103.3333333,51.66666667,421.3333333,10
ICCV10309,6,46,104.3333333,50.33333333,261.3333333,10.66666667
ICCV10310,6,40.66666667,102.6666667,48,314,17
ICCV10311,6,37.33333333,101.3333333,45,266.6666667,11.33333333
ICCV10312,6,43.33333333,107.3333333,49.66666667,297,10.66666667
ICCV10313,6,41.66666667,105.6666667,46.66666667,350.3333333,11
ICCV10314,6,45.66666667,105.6666667,50.33333333,342.6666667,11.66666667
ICCV10315,6,50.33333333,106.6666667,53,406.6666667,9.666666667
ICCV10316,6,57.33333333,111.3333333,52.33333333,368.6666667,13
ICCV10317,6,47.66666667,113.3333333,53.66666667,417.6666667,10.66666667
ICCV10318,6,41,109,52.66666667,328.6666667,10.66666667
ICCV2,6,53.33333333,110,50.66666667,307.3333333,9.666666667
ICCV88202,6,62,112.3333333,57.33333333,344.6666667,13
ICCV89509,6,50.66666667,109.6666667,58,349.6666667,15.66666667
ICCV91302,6,57.33333333,114.6666667,54,393.3333333,11.66666667
ICCV92311,6,47.33333333,110,54.33333333,301.3333333,11
ICCV92337,6,53,113,51.66666667,371.6666667,12
ICCV92944,6,58.66666667,112.6666667,53,389.6666667,14.33333333
ICCV93122,6,51.66666667,112,53.33333333,406.6666667,15
ICCV95138,6,58.33333333,113,52.33333333,303,10.33333333
ICCV95332,6,43,106.6666667,54.66666667,287.3333333,11.33333333
ICCV95334,6,42.33333333,106.6666667,58,357,10
ICCV95423,6,47.66666667,105.3333333,55,329.6666667,7
ICCV96321,6,46,105,59,333,11
ICCV96323,6,43.33333333,103.6666667,54.66666667,321.6666667,13
ICCV96325,6,50.66666667,107.6666667,62,320.3333333,9
ICCV96329,6,39.33333333,103,55.66666667,283.6666667,12
ICCV96331,6,51.66666667,111.3333333,64,384.3333333,14
ICCV97016,6,58.66666667,112,59,344.6666667,12.33333333
ICCV97022,6,59.66666667,112.6666667,57,239.3333333,10.66666667
ICCV97024,6,57.66666667,111.3333333,57.33333333,395.6666667,13
ICCV97033,6,59,113,52,320.6666667,11.33333333
ICCV97103,6,58,112.3333333,55,326.6666667,12.66666667
ICCV97106,6,59.33333333,112.3333333,46.66666667,342.6666667,14
ICCV97107,6,57.33333333,112.6666667,48.33333333,359.6666667,11.33333333
ICCV97108,6,58.33333333,109.6666667,57.66666667,400.6666667,11.66666667
ICCV97109,6,65,112.6666667,58.66666667,425.3333333,12
ICCV97110,6,50.66666667,105,59,389.6666667,14
ICCV97114,6,41.66666667,106.6666667,59,329.6666667,12
ICCV97115,6,50.66666667,109.3333333,47,280,11
ICCV97117,6,54.33333333,112.6666667,50.66666667,365,10.33333333
ICCV97119,6,50.33333333,112,63,312,11.33333333
ICCV97125,6,48,105,51.66666667,299.6666667,11.66666667
ICCV97126,6,56.33333333,107,59.66666667,392.3333333,11.66666667
ICCV97127,6,44,107,51.66666667,237.3333333,9.666666667
ICCV97301,6,51,109.6666667,65.33333333,431,13.33333333
ICCV97302,6,59,112,56.66666667,395.6666667,13
ICCV97306,6,51.33333333,107,65.33333333,354,13
ICCV97308,6,53,111.3333333,57.66666667,329.3333333,11.66666667
ICCV97309,6,56,112.3333333,53.33333333,370.6666667,13
ICCV97314,6,52,111.3333333,55,324.3333333,10.66666667
ICCV97402,6,50.33333333,112.3333333,55.66666667,301,10.66666667
ICCV97404,6,53.33333333,112.3333333,53.66666667,430,16.66666667
JG11,6,52.66666667,107.3333333,53.66666667,439.6666667,14.33333333
ICCC37,7,50.66666667,94,35,217.3333333,11
ICCC42,7,52,95.33333333,36.33333333,140.3333333,10.33333333
ICCV00101,7,46,91.66666667,39.33333333,185.6666667,10.33333333
ICCV00102,7,48.33333333,95,43,224,12.33333333
ICCV00103,7,49.66666667,94,39.33333333,187,12.66666667
ICCV00105,7,35,92.33333333,40.66666667,169,13
ICCV00106,7,52.33333333,93.33333333,36.33333333,166.6666667,13.33333333
ICCV00107,7,48,94,31,169.3333333,13
ICCV00108,7,52.66666667,94.33333333,41,162.6666667,12.33333333
ICCV00109,7,50.33333333,92.33333333,42.66666667,183.3333333,10.66666667
ICCV00110,7,41.33333333,92.66666667,40,173.3333333,11.66666667
ICCV00201,7,53,96.33333333,39,201,10.66666667
ICCV00202,7,33.33333333,88.33333333,31,102.6666667,12.66666667
ICCV00301,7,36,88,39.33333333,178,11.66666667
ICCV00302,7,41.66666667,90.66666667,40,204.3333333,11
ICCV00303,7,46.33333333,92.66666667,39.33333333,168,10
ICCV00304,7,39.33333333,89.66666667,38,160,12
ICCV00305,7,52.33333333,91,49.66666667,202.6666667,11.33333333
ICCV00401,7,51,92.66666667,41.33333333,186,13
ICCV00402,7,53.33333333,93.33333333,38,198,10.66666667
ICCV01101,7,53,94,45.33333333,244.3333333,12
ICCV01102,7,52,94,45.33333333,209,12.66666667
ICCV01103,7,50.33333333,94,47.33333333,164,11.33333333
ICCV01104,7,54,94,43,141.3333333,11.33333333
ICCV01301,7,49.66666667,91.66666667,46.33333333,161,12
ICCV01302,7,41.66666667,90.66666667,42.66666667,201,10.33333333
ICCV01303,7,43,91.33333333,43.33333333,243,13.33333333
ICCV01304,7,43.33333333,88,42.66666667,185.6666667,13.66666667
ICCV01305,7,42,90,44.33333333,216.3333333,13.66666667
ICCV01306,7,46,93.33333333,41.33333333,188.6666667,11.66666667
ICCV01307,7,42.33333333,90,44,196.6666667,10.66666667
ICCV01308,7,50.33333333,92.33333333,45.66666667,183,10.66666667
ICCV01309,7,43,91.66666667,41,210.6666667,10.66666667
ICCV01310,7,49.33333333,91.66666667,42,163.3333333,11.33333333
ICCV01311,7,45.66666667,91.33333333,45,198.3333333,10.33333333
ICCV03101,7,52,94,41.33333333,208,13
ICCV03102,7,51.33333333,93,41.33333333,230.6666667,13
ICCV03103,7,49.66666667,89,43.33333333,139,11
ICCV03104,7,49.66666667,94.66666667,47,208.6666667,11
ICCV03105,7,53.66666667,96,50.33333333,249.6666667,10.66666667
ICCV03106,7,52.33333333,92.33333333,43.33333333,195,11.66666667
ICCV03107,7,45.66666667,93.33333333,41.33333333,192.6666667,12
ICCV03108,7,51.66666667,99.33333333,51,176,12
ICCV03109,7,51.33333333,92.33333333,39.66666667,200,11.33333333
ICCV03110,7,51.33333333,95,37.33333333,213,11.66666667
ICCV03111,7,45,92.33333333,36,186.3333333,11.66666667
ICCV03112,7,51.33333333,94.66666667,44.66666667,185.6666667,10.66666667
ICCV03201,7,51.33333333,97.33333333,49.33333333,235.6666667,13.33333333
ICCV03202,7,49.66666667,95,36,156.3333333,13.33333333
ICCV03203,7,52.66666667,95.33333333,41,213.6666667,11.66666667
ICCV03204,7,56.66666667,97.33333333,46.33333333,193.3333333,10.33333333
ICCV03205,7,55.66666667,95,46.33333333,219.6666667,10
ICCV03206,7,57.33333333,99.33333333,40.33333333,187,9
ICCV03207,7,55.66666667,97.33333333,31,134.3333333,10.66666667
ICCV03208,7,53,95,37.66666667,184.6666667,11.33333333
ICCV03209,7,56.33333333,96.66666667,37.66666667,227.6666667,13
ICCV03210,7,54.33333333,94.66666667,39.66666667,222.3333333,10.66666667
ICCV03211,7,51.66666667,95.66666667,43,233,12.33333333
ICCV03212,7,52,97.33333333,31,150,12.66666667
ICCV03213,7,58,97.66666667,33.66666667,157.3333333,10
ICCV03214,7,51.66666667,91.33333333,35,167,12.66666667
ICCV03301,7,41.66666667,90,39.33333333,151,10.66666667
ICCV03302,7,43.33333333,91.33333333,43.66666667,216.3333333,11
ICCV03303,7,42.66666667,88,39.33333333,187.6666667,13.66666667
ICCV03304,7,40.66666667,88.33333333,38.66666667,218,10.66666667
ICCV03305,7,42.66666667,90.33333333,43.33333333,212.3333333,10.66666667
ICCV03306,7,41,89.33333333,44.66666667,148,11
ICCV03307,7,39.33333333,88.33333333,42.33333333,139.3333333,8.666666667
ICCV03308,7,36.66666667,87,42.66666667,131,8.333333333
ICCV03309,7,47,90.33333333,47,176,11.66666667
ICCV03310,7,39.33333333,89.33333333,44,200.3333333,12.66666667
ICCV03311,7,46,92.66666667,41,141.6666667,11
ICCV03401,7,48.33333333,90,42.33333333,159,10.33333333
ICCV03402,7,49.33333333,92.66666667,44.33333333,182.6666667,13.66666667
ICCV03403,7,56.33333333,99.33333333,41.66666667,178.3333333,13
ICCV03404,7,54.66666667,96,45.66666667,198,11.66666667
ICCV03405,7,43,92.33333333,41,164.6666667,11
ICCV03406,7,46.33333333,90.33333333,42.66666667,155,12
ICCV03407,7,46,94.33333333,42,190,11
ICCV03408,7,48.33333333,93.33333333,42.33333333,195.6666667,12
ICCV03409,7,50.66666667,93.33333333,42.33333333,212.6666667,12
ICCV03410,7,43.66666667,89.33333333,41.33333333,225,9.666666667
ICCV04101,7,34,86.66666667,37,166,11.33333333
ICCV04102,7,33,87,39,144.6666667,10.66666667
ICCV04103,7,53.66666667,95,44,201.6666667,9.666666667
ICCV04104,7,56.33333333,98.33333333,46.33333333,148.6666667,10
ICCV04105,7,36,91,40.33333333,169.3333333,11.66666667
ICCV04106,7,45.33333333,93,39.33333333,200,9
ICCV04107,7,46,93,38,190.6666667,11.66666667
ICCV04108,7,45.33333333,92.66666667,33,141,11
ICCV04109,7,53.66666667,95,32.66666667,165.3333333,11.66666667
ICCV04110,7,50.66666667,93,34.33333333,190.3333333,14.66666667
ICCV04111,7,53,96.33333333,44.66666667,154.3333333,10.66666667
ICCV04301,7,53,94,48.33333333,201.6666667,8.666666667
ICCV04302,7,50.66666667,96,37.66666667,210,11
ICCV04303,7,44.33333333,90.33333333,43.33333333,240.3333333,10
ICCV04304,7,53.66666667,94.33333333,44,236.6666667,9
ICCV04305,7,51.33333333,92.33333333,41.66666667,177.6666667,10.66666667
ICCV04306,7,54.33333333,94,42.33333333,196,12
ICCV04307,7,55,92.66666667,41.66666667,214,12.33333333
ICCV04308,7,47.66666667,90.66666667,43.33333333,160,9
ICCV04309,7,54.33333333,97.33333333,40.33333333,200,10
ICCV04310,7,41.33333333,93.33333333,38.66666667,192,12.66666667
ICCV04311,7,36,88,39.33333333,173,12.33333333
ICCV04312,7,50.33333333,93,44,191,10.66666667
ICCV05102,7,51.66666667,91.66666667,43,173.3333333,13.33333333
ICCV05103,7,55,97.33333333,50.66666667,246,14
ICCV05105,7,41.66666667,94,39.33333333,190.3333333,9.333333333
ICCV05106,7,45.33333333,94,41,191,11.66666667
ICCV05107,7,45.66666667,92.33333333,42.66666667,139,10.66666667
ICCV05109,7,55,92.33333333,43.66666667,145.3333333,13.33333333
ICCV05110,7,53.66666667,94,38,174,10.66666667
ICCV05112,7,39.33333333,91,38.33333333,129,12.33333333
ICCV05113,7,52,94.33333333,51,183,11.33333333
ICCV05114,7,51.33333333,92.66666667,36.66666667,225.3333333,12.33333333
ICCV05115,7,52.33333333,95,34.33333333,200.6666667,13
ICCV05116,7,53.33333333,94,31.66666667,227,13
ICCV05301,7,53,92.33333333,46.66666667,213.6666667,12
ICCV05303,7,41.66666667,90.33333333,36.66666667,218.6666667,10.33333333
ICCV05306,7,51,91.66666667,41,190.3333333,11.66666667
ICCV05307,7,45.66666667,90,45.33333333,173,12
ICCV05308,7,41,88.66666667,40.33333333,191.3333333,13
ICCV05309,7,38,90,40,177.3333333,11
ICCV05310,7,41.66666667,89.66666667,39,158,12.33333333
ICCV05311,7,36.33333333,89,38.66666667,176.3333333,12
ICCV05312,7,46,90.66666667,40,204.6666667,10.66666667
ICCV05313,7,41,92.66666667,33,215.3333333,9.666666667
ICCV05314,7,41,90.66666667,42.66666667,162.3333333,9
ICCV05315,7,48,91.33333333,46,156.3333333,13
ICCV06101,7,55.33333333,96.33333333,34,164.6666667,12.66666667
ICCV06102,7,48.33333333,92.33333333,32.66666667,182.3333333,13
ICCV06103,7,39.33333333,91,42.66666667,180,13
ICCV06104,7,49.66666667,93,39.33333333,228.6666667,12.66666667
ICCV06105,7,36.33333333,92.33333333,45,200.3333333,10.33333333
ICCV06106,7,56,100,39.66666667,181.6666667,11.66666667
ICCV06107,7,36,95.33333333,38.33333333,237.3333333,9.333333333
ICCV06108,7,36.33333333,91.33333333,40,182,13
ICCV06109,7,34.66666667,92.66666667,48,151,12.66666667
ICCV06301,7,43.33333333,91,38.33333333,167,10.33333333
ICCV06303,7,44.66666667,91.33333333,41.33333333,166,10
ICCV06304,7,42,91.66666667,41,160.6666667,8
ICCV06305,7,42,89.66666667,37.33333333,162.3333333,10
ICCV06306,7,48.66666667,91.33333333,39,145.3333333,10.66666667
ICCV06307,7,41,92,45.33333333,201,10.66666667
ICCV07101,7,51,97.66666667,43.33333333,186.6666667,12
ICCV07102,7,49.66666667,95,47.66666667,196.3333333,13
ICCV07103,7,54.33333333,100.3333333,42,194.3333333,12
ICCV07104,7,50.66666667,96,46.33333333,161.6666667,12.66666667
ICCV07105,7,51.33333333,97.33333333,42.33333333,234.3333333,14.33333333
ICCV07106,7,54.33333333,98.33333333,39.66666667,180.3333333,12
ICCV07107,7,51,94.66666667,41,171.3333333,13
ICCV07108,7,52,91.66666667,38,148,13
ICCV07109,7,52,93,37.66666667,210,12
ICCV07110,7,51.33333333,92.33333333,41.66666667,217.6666667,11.66666667
ICCV07111,7,50.33333333,95,48.33333333,167,14.33333333
ICCV07112,7,49.66666667,96.33333333,42.66666667,147,13
ICCV07113,7,53.33333333,95.66666667,41.33333333,125,10.66666667
ICCV07114,7,56.66666667,97.33333333,44,253.6666667,12.66666667
ICCV07115,7,48,93,43.66666667,153.6666667,12.66666667
ICCV07116,7,52.66666667,92.66666667,32.66666667,168,10.66666667
ICCV07117,7,51.66666667,95,40,247,10.66666667
ICCV07118,7,51.33333333,94.66666667,40.33333333,242.3333333,12.66666667
ICCV07301,7,48,95.66666667,42.66666667,133,9
ICCV07302,7,44.33333333,89.33333333,40,192.6666667,11.66666667
ICCV07303,7,36.33333333,91.33333333,41.66666667,214.6666667,10.66666667
ICCV07304,7,47.33333333,89.66666667,42.33333333,165,11
ICCV07305,7,41.66666667,93.66666667,49.33333333,201.6666667,12
ICCV07306,7,48.33333333,92,40.33333333,172.6666667,9.333333333
ICCV07307,7,47.66666667,90.33333333,42.33333333,208.3333333,11
ICCV07308,7,35.33333333,89.66666667,42.66666667,178.6666667,13.33333333
ICCV07309,7,49,93.33333333,41.33333333,172.6666667,11.33333333
ICCV07310,7,57,98.66666667,42,209.6666667,7.666666667
ICCV07311,7,37.33333333,91.33333333,44,164.3333333,10.66666667
ICCV07312,7,53.66666667,95.33333333,42.66666667,195,9.666666667
ICCV07313,7,47.33333333,91.66666667,45.33333333,145.3333333,10.66666667
ICCV08101,7,54.66666667,98.66666667,51,198.6666667,12.66666667
ICCV08102,7,49.66666667,98.33333333,49.66666667,205.6666667,13
ICCV08103,7,52.33333333,94,41.33333333,223.6666667,11
ICCV08104,7,51.66666667,95.66666667,37,145.3333333,12.33333333
ICCV08105,7,52.33333333,94,41,232.6666667,11.33333333
ICCV08106,7,52.33333333,96.33333333,35.33333333,222,11.33333333
ICCV08107,7,48,92.33333333,37,171.6666667,10.33333333
ICCV08109,7,56.66666667,101,46.33333333,251.3333333,11.33333333
ICCV08110,7,51.33333333,92.66666667,43.66666667,107.3333333,12
ICCV08111,7,52.66666667,93.33333333,36,234.6666667,8.666666667
ICCV08301,7,46,91,41,167.6666667,10
ICCV08302,7,43,91.66666667,44.33333333,142.3333333,10
ICCV08303,7,42.66666667,90.66666667,41.33333333,201,11
ICCV08304,7,44,89.33333333,40,176.3333333,12
ICCV08305,7,46.66666667,91.66666667,40.66666667,157.3333333,12
ICCV08306,7,49.66666667,92,45.33333333,162.6666667,11.66666667
ICCV08307,7,41.66666667,91,43.33333333,185.3333333,9.333333333
ICCV08308,7,36.33333333,90.66666667,41.33333333,172,9
ICCV08309,7,36,92.33333333,40,196,10
ICCV08310,7,43,92.33333333,49,159.3333333,9
ICCV08311,7,43.66666667,90.33333333,42.66666667,193.3333333,10.66666667
ICCV08312,7,42,90.66666667,40.33333333,187,10
ICCV08313,7,44,89.66666667,43.33333333,139.6666667,9.333333333
ICCV08314,7,49,91,45,210.3333333,9
ICCV09101,7,56.66666667,95.66666667,37.66666667,158.3333333,10
ICCV09102,7,48,94.66666667,37,202.6666667,12
ICCV09103,7,50.66666667,92.66666667,42.33333333,191.3333333,11.66666667
ICCV09104,7,48.33333333,93.33333333,38.66666667,163.3333333,11.33333333
ICCV09105,7,48.66666667,94,37.66666667,221,14
ICCV09106,7,47.33333333,93.33333333,36.33333333,225.6666667,12.33333333
ICCV09107,7,52,95,34.66666667,183,10.66666667
ICCV09108,7,47.33333333,92.33333333,40.33333333,163.6666667,10.66666667
ICCV09109,7,51.33333333,93.33333333,42.66666667,184.6666667,11
ICCV09110,7,54,96.33333333,38.66666667,247,11.66666667
ICCV09111,7,51.33333333,91.66666667,41,161.6666667,10.33333333
ICCV09112,7,47.33333333,92.66666667,36,258.6666667,13.66666667
ICCV09113,7,40.33333333,93.33333333,37.66666667,191.6666667,11.33333333
ICCV09114,7,54.66666667,95,37.66666667,219.6666667,10.66666667
ICCV09115,7,48.66666667,94,38.66666667,189,13
ICCV09116,7,49.66666667,91.66666667,32,140.6666667,11
ICCV09117,7,50.66666667,95,37.66666667,200.3333333,11.66666667
ICCV09118,7,50,95,36,140,8.333333333
ICCV09301,7,46,91.66666667,42,215,12.33333333
ICCV09302,7,47.66666667,92.33333333,41.33333333,170,8
ICCV09303,7,50.33333333,93.33333333,48,185.6666667,10.66666667
ICCV09304,7,45.66666667,92.66666667,37.33333333,136,11
ICCV09305,7,42.66666667,90.66666667,37.33333333,208,10
ICCV09306,7,47.66666667,91.33333333,43.33333333,175.6666667,9.333333333
ICCV09307,7,37.33333333,91,39.66666667,183.6666667,10.66666667
ICCV09308,7,43.66666667,93,40.66666667,178,11
ICCV09309,7,48,92,40.33333333,238.3333333,11
ICCV09310,7,42,91.66666667,46.66666667,152.6666667,10
ICCV09311,7,49,93,47,191.6666667,7.333333333
ICCV09312,7,45.33333333,91.66666667,42.33333333,157.3333333,11
ICCV09313,7,47.33333333,91.33333333,45,176.6666667,13.33333333
ICCV09314,7,43,91.66666667,43,196.6666667,11.66666667
ICCV09315,7,47.33333333,92,40.33333333,162.3333333,10.33333333
ICCV09316,7,46,90.66666667,43.33333333,157,12
ICCV09317,7,38.66666667,91,40.66666667,145.3333333,10.66666667
ICCV09318,7,41.33333333,91,38.66666667,177.6666667,14.66666667
